prodcode,dmdcode,bnfcode,cprd_name,productname,drugsubstance,strength,formulation,route,snomed_code,dm_d_product_description,bnf_name
4158,NA,NA,pevaryl tc cream (lorex synthelabo ltd),NA,NA,NA,NA,NA,NA,NA,NA
2852,NA,NA,nystadermal cream (e r squibb and sons ltd),NA,NA,NA,NA,NA,NA,NA,NA
77278,NA,NA,salicylic acid 10% with mometasone ointment 15% in white soft paraffin ointment,NA,NA,NA,NA,NA,NA,NA,NA
40393,200215001000027100,NA,coal tar solution in betnovate rd (hri) ointment 5%,Coal tar solution in Betnovate RD (HRI) ointment 5%,Betamethasone Valerate/Coal Tar Solution,5%,Ointment,Topical,NA,NA,NA
54461,NA,NA,coal tar solution in betnovate rd (royal free hosp) 5% ointment,NA,NA,NA,NA,NA,NA,NA,NA
53165,NA,NA,coal tar solution with betamethasone 0.1% ointment in white soft paraffin (bcm) 3% with 50%,NA,NA,NA,NA,NA,NA,NA,NA
40387,125495001000027100,NA,coal tar 5% ointment (royal free hospital),Coal tar 5% Ointment (Royal Free Hospital),Betamethasone Valerate/Coal Tar Solution,5%,Ointment,Topical,NA,NA,NA
26281,NA,NA,deionised water with glycerin and propylene glycol aqueous gel,NA,NA,NA,NA,NA,NA,NA,NA
14748,NA,NA,methotrexate sodium 25mg/ml injection,NA,NA,NA,NA,NA,NA,NA,NA
27342,124635001000027100,NA,maxtrex 2.5mg/ml injection (pharmacia ltd),Maxtrex 2.5mg/ml Injection (Pharmacia Ltd),Methotrexate sodium,2.5mg/1ml,Solution for injection,Intramuscular/Intrathecal/Intraarterial/Intravenous,NA,NA,NA
12816,NA,NA,methotrexate 100mg/ml injection,NA,NA,NA,NA,NA,NA,NA,NA
41585,34715001000027100,NA,methotrexate sodium 2.5mg tablet (wyeth pharmaceuticals),Methotrexate sodium 2.5mg Tablet (Wyeth Pharmaceuticals),Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
29069,NA,NA,methotrexate 500mg/vial sterile powder,NA,NA,NA,NA,NA,NA,NA,NA
8327,NA,NA,methotrexate 50mg/3ml injection,NA,NA,NA,NA,NA,NA,NA,NA
30780,34645001000027104,NA,methotrexate 2.5mg tablet (pharmacia ltd),Methotrexate 2.5mg Tablet (Pharmacia Ltd),Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
8583,NA,NA,methotrexate 25mg/ml injection,NA,NA,NA,NA,NA,NA,NA,NA
18424,200885001000027100,NA,methotrexate sodium 2.5mg tablet,Methotrexate sodium 2.5mg Tablet,Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
73486,63145001000027110,NA,methotrexate 2.5mg/ml injection (dupont pharmaceuticals ltd),Methotrexate 2.5mg/ml Injection (DuPont Pharmaceuticals Ltd),Methotrexate sodium,2.5mg/1ml,Solution for injection,Intramuscular/Intrathecal/Intraarterial/Intravenous,NA,NA,NA
34258,158285001000027100,NA,methotrexate 20mg/0.8ml injection (central homecare),Methotrexate 20mg/0.8ml Injection (Central Homecare),Methotrexate sodium,25mg/1ml,Solution for injection,Subcutaneous/Intramuscular,NA,NA,NA
67597,NA,NA,methotrexate 25mg/ml injection (dupont pharmaceuticals ltd),NA,NA,NA,NA,NA,NA,NA,NA
24783,242025001000027100,NA,methotrexate 50mg/2ml injection,Methotrexate 50mg/2ml Injection,Methotrexate Sodium,50mg/2ml,Injection,Intravenous Injection,NA,NA,NA
79193,NA,NA,methotrexate oral solution,NA,NA,NA,NA,NA,NA,NA,NA
49547,36033411000001110,NA,methotrexate 5g/200ml solution for infusion vials,Methotrexate 5g/200ml solution for infusion vials,Methotrexate sodium,25mg/1ml,Solution for infusion,Intramuscular/Intraarterial/Intravenous,NA,NA,NA
80080,NA,NA,methotrexate 50mg/2ml solution for injection vials (hospira uk ltd),NA,NA,NA,NA,NA,NA,NA,NA
36167,36032911000001104,NA,methotrexate 1g/10ml solution for injection vials,Methotrexate 1g/10ml solution for injection vials,Methotrexate sodium,100mg/1ml,Solution for injection,Intraarterial/Intravenous/Intramuscular,NA,NA,NA
68599,3622911000001108,0801030P0AAAKAK,methotrexate 500mg/20ml solution for injection vials (hospira uk ltd),Methotrexate 500mg/20ml solution for injection vials (Pfizer Ltd),Methotrexate sodium,25mg/1ml,Solution for injection,Intramuscular/Intraarterial/Intravenous,3622911000001108,Methotrexate 500mg/20ml solution for injection vials (Pfizer Ltd),Methotrexate 500mg/20ml solution for injection vials
75003,3621111000001100,0801030P0AACUCU,methotrexate 5g/200ml solution for infusion vials (amco),Methotrexate 5g/200ml solution for infusion vials (AMCo),Methotrexate sodium,25mg/1ml,Solution for infusion,Intramuscular/Intraarterial/Intravenous,3621111000001100,Methotrexate 5g/200ml solution for infusion vials (Advanz Pharma),Methotrexate 5g/200ml solution for infusion vials
41086,36033511000001104,NA,methotrexate 5g/50ml solution for infusion vials,Methotrexate 5g/50ml solution for infusion vials,Methotrexate sodium,100mg/1ml,Solution for infusion,Intraarterial/Intravenous/Intramuscular,NA,NA,NA
53696,3610011000001101,0801030P0AAANAN,methotrexate 50mg/2ml solution for injection vials (a a h pharmaceuticals ltd),Methotrexate 50mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate sodium,25mg/1ml,Solution for injection,Intrathecal/Intraventricular cardiac/Intravenous/Intramuscular/Intraarterial,3610011000001101,Methotrexate 50mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),Methotrexate 50mg/2ml solution for injection vials
51321,36033311000001104,NA,methotrexate 50mg/2ml solution for injection vials,Methotrexate 50mg/2ml solution for injection vials,Methotrexate sodium,25mg/1ml,Solution for injection,Intrathecal/Intraventricular cardiac/Intravenous/Intramuscular/Intraarterial,NA,NA,NA
9528,36033611000001104,NA,methotrexate 5mg/2ml solution for injection vials,Methotrexate 5mg/2ml solution for injection vials,Methotrexate sodium,2.5mg/1ml,Solution for injection,Intramuscular/Intrathecal/Intraarterial/Intravenous,NA,NA,NA
51667,36033111000001104,0801030P0AAASAS,methotrexate 200mg/8ml solution for injection vials,Methotrexate 200mg/8ml solution for injection vials,Methotrexate sodium,25mg/1ml,Solution for injection,Intramuscular/Intrathecal/Intraarterial/Intravenous,36033111000001104,Methotrexate 200mg/8ml solution for injection vials,Methotrexate 200mg/8ml solution for injection vials
68631,3614611000001101,0801030P0AAAIAI,methotrexate 5mg/2ml solution for injection vials (hospira uk ltd),Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),Methotrexate sodium,2.5mg/1ml,Solution for injection,Intramuscular/Intrathecal/Intraarterial/Intravenous,3614611000001101,Methotrexate 5mg/2ml solution for injection vials (Pfizer Ltd),Methotrexate 5mg/2ml solution for injection vials
46407,36033011000001104,NA,methotrexate 1g/40ml solution for injection vials,Methotrexate 1g/40ml solution for injection vials,Methotrexate sodium,25mg/1ml,Solution for injection,Intramuscular/Intraarterial/Intravenous,NA,NA,NA
32229,36033211000001104,NA,methotrexate 500mg/20ml solution for injection vials,Methotrexate 500mg/20ml solution for injection vials,Methotrexate sodium,25mg/1ml,Solution for injection,Intramuscular/Intraarterial/Intravenous,NA,NA,NA
36800,8664911000001105,1001030U0AAAHAH,methotrexate 10mg/5ml oral solution,Methotrexate 10mg/5ml oral solution,Methotrexate,2mg/1ml,Oral solution,Oral,8664911000001105,Methotrexate 10mg/5ml oral solution,Methotrexate 10mg/5ml oral liquid
57441,928011000001103,1001030U0AAACAC,methotrexate 10mg tablets (a a h pharmaceuticals ltd),Methotrexate 10mg tablets (A A H Pharmaceuticals Ltd),Methotrexate,10mg,Tablet,Oral,928011000001103,Methotrexate 10mg tablets (A A H Pharmaceuticals Ltd),Methotrexate 10mg tablets
27400,10673211000001106,1001030U0BEADBC,metoject 15mg/1.5ml solution for injection pre-filled syringes (medac uk),Metoject 15mg/1.5ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,10673211000001106,Metoject 15mg/1.5ml solution for injection pre-filled syringes (medac UK),Metoject 15mg/1.5ml inj pre-filled syringes
46039,19976211000001100,NA,methotrexate 30mg/1.5ml solution for injection pre-filled syringes,Methotrexate 30mg/1.5ml solution for injection pre-filled syringes,Methotrexate sodium,20mg/1ml,Solution for injection,Subcutaneous/Intravenous/Intramuscular,NA,NA,NA
36849,8665011000001105,1001030U0AAAHAH,methotrexate 10mg/5ml oral suspension,Methotrexate 10mg/5ml oral suspension,Methotrexate,2mg/1ml,Oral suspension,Oral,8665011000001105,Methotrexate 10mg/5ml oral suspension,Methotrexate 10mg/5ml oral liquid
37117,10672911000001108,NA,metoject 10mg/1ml solution for injection pre-filled syringes (medac uk),Metoject 10mg/1ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,NA,NA,NA
62753,19231611000001108,NA,methotrexate 27.5mg/0.55ml solution for injection pre-filled syringes,Methotrexate 27.5mg/0.55ml solution for injection pre-filled syringes,Methotrexate sodium,50mg/1ml,Solution for injection,Subcutaneous/Intramuscular/Intravenous,NA,NA,NA
79422,NA,NA,methotrexate 10mg tablets (wockhardt uk ltd),NA,NA,NA,NA,NA,NA,NA,NA
77558,NA,NA,methotrexate 10mg tablets (alliance healthcare (distribution) ltd),NA,NA,NA,NA,NA,NA,NA,NA
77023,NA,NA,methotrexate 25mg/3ml solution for injection pre-filled syringes,NA,NA,NA,NA,NA,NA,NA,NA
76367,NA,NA,methotrexate 2.5mg tablets (almus pharmaceuticals ltd),NA,NA,NA,NA,NA,NA,NA,NA
73434,30595111000001100,1001030U0AACFCF,methotrexate 2mg/ml oral solution sugar free (rosemont pharmaceuticals ltd),Methotrexate 2mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),Methotrexate sodium,2mg/1ml,Oral solution,Oral,30595111000001100,Methotrexate 2mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),Methotrexate 2mg/ml oral solution sugar free
52606,14709211000001104,NA,methotrexate 2.5mg tablets (sigma pharmaceuticals plc),Methotrexate 2.5mg tablets (Sigma Pharmaceuticals Plc),Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
56037,201811000001107,1001030U0AAABAB,methotrexate 2.5mg tablets (a a h pharmaceuticals ltd),Methotrexate 2.5mg tablets (A A H Pharmaceuticals Ltd),Methotrexate,2.5mg,Tablet,Oral,201811000001107,Methotrexate 2.5mg tablets (A A H Pharmaceuticals Ltd),Methotrexate 2.5mg tablets
60979,24136011000001104,NA,methotrexate 2.5mg tablets (morningside healthcare ltd),Methotrexate 2.5mg tablets (Morningside Healthcare Ltd),Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
32111,383711000001107,1001030U0AAABAB,methotrexate 2.5mg tablets (hospira uk ltd),Methotrexate 2.5mg tablets (Pfizer Ltd),Methotrexate,2.5mg,Tablet,Oral,383711000001107,Methotrexate 2.5mg tablets (Pfizer Ltd),Methotrexate 2.5mg tablets
35865,10672611000001104,NA,metoject 7.5mg/0.75ml solution for injection pre-filled syringes (medac uk),Metoject 7.5mg/0.75ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,NA,NA,NA
53385,14946711000001104,NA,methotrexate 2.5mg tablets (waymade healthcare plc),Methotrexate 2.5mg tablets (Waymade Healthcare Plc),Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
58885,15109411000001108,NA,methotrexate 10mg tablets (sigma pharmaceuticals plc),Methotrexate 10mg tablets (Sigma Pharmaceuticals Plc),Methotrexate,10mg,Tablet,Oral,NA,NA,NA
58303,14962511000001108,NA,methotrexate 2.5mg tablets (orion pharma (uk) ltd),Methotrexate 2.5mg tablets (Orion Pharma (UK) Ltd),Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
79194,NA,NA,methotrexate 10mg tablets (de pharmaceuticals),NA,NA,NA,NA,NA,NA,NA,NA
45558,19976111000001108,NA,methotrexate 25mg/1.25ml solution for injection pre-filled syringes,Methotrexate 25mg/1.25ml solution for injection pre-filled syringes,Methotrexate sodium,20mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,NA,NA,NA
27404,10675711000001104,NA,methotrexate 15mg/1.5ml solution for injection pre-filled syringes,Methotrexate 15mg/1.5ml solution for injection pre-filled syringes,Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,NA,NA,NA
59723,8666011000001101,1001030U0AAAIAI,methotrexate 7.5mg/5ml oral solution,Methotrexate 7.5mg/5ml oral solution,Methotrexate,1.5mg/1ml,Oral solution,Oral,8666011000001101,Methotrexate 7.5mg/5ml oral solution,Methotrexate 7.5mg/5ml oral liquid
74593,12816911000001104,NA,methotrexate 25mg/5ml oral solution,Methotrexate 25mg/5ml oral solution,Methotrexate,5mg/1ml,Oral solution,Oral,NA,NA,NA
32865,10675611000001108,NA,methotrexate 10mg/1ml solution for injection pre-filled syringes,Methotrexate 10mg/1ml solution for injection pre-filled syringes,Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,NA,NA,NA
24634,10675911000001100,NA,methotrexate 25mg/2.5ml solution for injection pre-filled syringes,Methotrexate 25mg/2.5ml solution for injection pre-filled syringes,Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,NA,NA,NA
33601,10674011000001104,1001030U0BEAEBD,metoject 25mg/2.5ml solution for injection pre-filled syringes (medac uk),Metoject 25mg/2.5ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,10674011000001104,Metoject 25mg/2.5ml solution for injection pre-filled syringes (medac UK),Metoject 25mg/2.5ml inj pre-filled syringes
78297,NA,NA,methotrexate 10mg tablets (orion pharma (uk) ltd),NA,NA,NA,NA,NA,NA,NA,NA
21753,322011000001106,1001030U0BDABAC,maxtrex 10mg tablets (pfizer ltd),Maxtrex 10mg tablets (Pfizer Ltd),Methotrexate,10mg,Tablet,Oral,322011000001106,Maxtrex 10mg tablets (Pfizer Ltd),Maxtrex 10mg tablets
45165,19976011000001104,NA,methotrexate 20mg/1ml solution for injection pre-filled syringes,Methotrexate 20mg/1ml solution for injection pre-filled syringes,Methotrexate sodium,20mg/1ml,Solution for injection,Intravenous/Intramuscular/Subcutaneous,NA,NA,NA
61085,21796211000001108,1001030U0AAABAB,methotrexate 2.5mg tablets (waymade healthcare plc),Methotrexate 2.5mg tablets (Waymade Healthcare Plc),Methotrexate,2.5mg,Tablet,Oral,21796211000001108,Methotrexate 2.5mg tablets (Waymade Healthcare Plc),Methotrexate 2.5mg tablets
62833,24381611000001104,NA,methotrexate 2.5mg tablets (de pharmaceuticals),Methotrexate 2.5mg tablets (DE Pharmaceuticals),Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
26064,10675811000001106,1001030U0AABABA,methotrexate 20mg/2ml solution for injection pre-filled syringes,Methotrexate 20mg/2ml solution for injection pre-filled syringes,Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,10675811000001106,Methotrexate 20mg/2ml solution for injection pre-filled syringes,Methotrexate 20mg/2ml inj pre-filled syringes
13428,644711000001108,1001030U0BDAAAB,maxtrex 2.5mg tablets (pfizer ltd),Maxtrex 2.5mg tablets (Pfizer Ltd),Methotrexate,2.5mg,Tablet,Oral,644711000001108,Maxtrex 2.5mg tablets (Pfizer Ltd),Maxtrex 2.5mg tablets
51120,706911000001103,1001030U0AAABAB,methotrexate 2.5mg tablets (alliance healthcare (distribution) ltd),Methotrexate 2.5mg tablets (Alliance Healthcare (Distribution) Ltd),Methotrexate,2.5mg,Tablet,Oral,706911000001103,Methotrexate 2.5mg tablets (Alliance Healthcare (Distribution) Ltd),Methotrexate 2.5mg tablets
59685,22222311000001100,NA,methotrexate 2.5mg tablets (teva uk ltd),Methotrexate 2.5mg tablets (Teva UK Ltd),Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
57174,21796511000001104,NA,methotrexate 10mg tablets (waymade healthcare plc),Methotrexate 10mg tablets (Waymade Healthcare Plc),Methotrexate,10mg,Tablet,Oral,NA,NA,NA
877,326875008,1001030U0AAACAC,methotrexate 10mg tablets,Methotrexate 10mg tablets,Methotrexate,10mg,Tablet,Oral,326875008,Methotrexate 10mg tablets,Methotrexate 10mg tablets
59538,22222111000001104,NA,methotrexate 10mg tablets (teva uk ltd),Methotrexate 10mg tablets (Teva UK Ltd),Methotrexate,10mg,Tablet,Oral,NA,NA,NA
68955,20310811000001100,NA,methotrexate 10mg tablets (sandoz ltd),Methotrexate 10mg tablets (Sandoz Ltd),Methotrexate,10mg,Tablet,Oral,NA,NA,NA
28041,8665211000001100,1001030U0AAAKAK,methotrexate 12.5mg/5ml oral suspension,Methotrexate 12.5mg/5ml oral suspension,Methotrexate,2.5mg/1ml,Oral suspension,Oral,8665211000001100,Methotrexate 12.5mg/5ml oral suspension,Methotrexate 12.5mg/5ml oral liquid
72045,24135711000001100,1001030U0AAACAC,methotrexate 10mg tablets (morningside healthcare ltd),Methotrexate 10mg tablets (Morningside Healthcare Ltd),Methotrexate,10mg,Tablet,Oral,24135711000001100,Methotrexate 10mg tablets (Morningside Healthcare Ltd),Methotrexate 10mg tablets
65584,30799911000001104,1001030U0AACFCF,methotrexate 2mg/ml oral solution sugar free,Methotrexate 2mg/ml oral solution sugar free,Methotrexate sodium,2mg/1ml,Oral solution,Oral,30799911000001104,Methotrexate 2mg/ml oral solution sugar free,Methotrexate 2mg/ml oral solution sugar free
35752,8666111000001100,1001030U0AAAIAI,methotrexate 7.5mg/5ml oral suspension,Methotrexate 7.5mg/5ml oral suspension,Methotrexate,1.5mg/1ml,Oral suspension,Oral,8666111000001100,Methotrexate 7.5mg/5ml oral suspension,Methotrexate 7.5mg/5ml oral liquid
823,326874007,1001030U0AAABAB,methotrexate 2.5mg tablets,Methotrexate 2.5mg tablets,Methotrexate,2.5mg,Tablet,Oral,326874007,Methotrexate 2.5mg tablets,Methotrexate 2.5mg tablets
41104,11026411000001100,NA,methotrexate 2.5mg tablets (wockhardt uk ltd),Methotrexate 2.5mg tablets (Wockhardt UK Ltd),Methotrexate,2.5mg,Tablet,Oral,NA,NA,NA
20951,683611000001105,1001030U0AAABAB,methotrexate 2.5mg tablets (amco),Methotrexate 2.5mg tablets (AMCo),Methotrexate,2.5mg,Tablet,Oral,683611000001105,Methotrexate 2.5mg tablets (Advanz Pharma),Methotrexate 2.5mg tablets
17035,8665711000001107,1001030U0AAAEAE,methotrexate 2.5mg/5ml oral suspension,Methotrexate 2.5mg/5ml oral suspension,Methotrexate,500microgram/1ml,Oral suspension,Oral,8665711000001107,Methotrexate 2.5mg/5ml oral suspension,Methotrexate 2.5mg/5ml oral liquid
49951,20310611000001100,1001030U0AAABAB,methotrexate 2.5mg tablets (sandoz ltd),Methotrexate 2.5mg tablets (Sandoz Ltd),Methotrexate,2.5mg,Tablet,Oral,20310611000001100,Methotrexate 2.5mg tablets (Sandoz Ltd),Methotrexate 2.5mg tablets
34929,191111000001100,1001030U0AAACAC,methotrexate 10mg tablets (hospira uk ltd),Methotrexate 10mg tablets (Pfizer Ltd),Methotrexate,10mg,Tablet,Oral,191111000001100,Methotrexate 10mg tablets (Pfizer Ltd),Methotrexate 10mg tablets
35402,10676011000001108,NA,methotrexate 7.5mg/0.75ml solution for injection pre-filled syringes,Methotrexate 7.5mg/0.75ml solution for injection pre-filled syringes,Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,NA,NA,NA
70977,12814011000001108,NA,methotrexate 12mg/5ml oral suspension,Methotrexate 12mg/5ml oral suspension,Methotrexate,2.4mg/1ml,Oral suspension,Oral,NA,NA,NA
14348,10673511000001108,NA,metoject 20mg/2ml solution for injection pre-filled syringes (medac uk),Metoject 20mg/2ml solution for injection pre-filled syringes (medac UK),Methotrexate sodium,10mg/1ml,Solution for injection,Intramuscular/Intravenous/Subcutaneous,NA,NA,NA
770,NA,NA,azathioprine capsules,NA,NA,NA,NA,NA,NA,NA,NA
79370,NA,NA,azathioprine 25mg tablet (berk pharmaceuticals ltd),NA,NA,NA,NA,NA,NA,NA,NA
19072,211835001000027100,NA,oprisine 50mg tablet (opus pharmaceuticals ltd),Oprisine 50mg Tablet (Opus Pharmaceuticals Ltd),Azathioprine,50mg,Tablet,Oral,NA,NA,NA
671,75265001000027100,NA,imuran 25mg tablet (wellcome medical division),Imuran 25mg Tablet (Wellcome Medical Division),Azathioprine,25mg,Tablet,Oral,NA,NA,NA
26261,156305001000027100,NA,berkaprine 50mg tablet (rorer pharmaceuticals ltd),Berkaprine 50mg Tablet (Rorer Pharmaceuticals Ltd),Azathioprine,50mg,Tablet,Oral,NA,NA,NA
75012,43725001000027104,NA,azathioprine 50mg tablet (berk pharmaceuticals ltd),Azathioprine 50mg Tablet (Berk Pharmaceuticals Ltd),Azathioprine,50mg,Tablet,Oral,NA,NA,NA
30495,75285001000027100,NA,imuran 10mg tablet (wellcome medical division),Imuran 10mg Tablet (Wellcome Medical Division),Azathioprine,10mg,Tablet,Oral,NA,NA,NA
12339,95065001000027100,NA,azamune 50mg tablet (penn pharmaceuticals ltd),Azamune 50mg Tablet (Penn Pharmaceuticals Ltd),Azathioprine,50mg,Tablet,Oral,NA,NA,NA
55858,NA,NA,azathioprine oral solution,NA,NA,NA,NA,NA,NA,NA,NA
41670,6515001000027107,NA,azathioprine 50mg tablet (c p pharmaceuticals ltd),Azathioprine 50mg Tablet (C P Pharmaceuticals Ltd),Azathioprine,50mg,Tablet,Oral,NA,NA,NA
13320,92455001000027100,NA,azathioprine 10mg tablets,Azathioprine 10mg tablets,Azathioprine,10mg,Tablets,Oral,NA,NA,NA
1899,75275001000027100,NA,imuran 50mg tablet (wellcome medical division),Imuran 50mg Tablet (Wellcome Medical Division),Azathioprine,50mg,Tablet,Oral,NA,NA,NA
79083,NA,NA,azathioprine 50mg tablet (celltech pharma europe ltd),NA,NA,NA,NA,NA,NA,NA,NA
451,327071005,0802010G0AAADAD,azathioprine 25mg tablets,Azathioprine 25mg tablets,Azathioprine,25mg,Tablet,Oral,327071005,Azathioprine 25mg tablets,Azathioprine 25mg tablets
52921,12080511000001108,NA,azathioprine 125mg/5ml oral suspension,Azathioprine 125mg/5ml oral suspension,Azathioprine,25mg/1ml,Oral suspension,Oral,NA,NA,NA
41620,715511000001100,0802010G0AAAEAE,azathioprine 50mg tablets (teva uk ltd),Azathioprine 50mg tablets (Teva UK Ltd),Azathioprine,50mg,Tablet,Oral,715511000001100,Azathioprine 50mg tablets (Teva UK Ltd),Azathioprine 50mg tablets
53869,8283811000001103,0802010G0AAAWAW,azathioprine 20mg/5ml oral solution,Azathioprine 20mg/5ml oral solution,Azathioprine,4mg/1ml,Oral solution,Oral,8283811000001103,Azathioprine 20mg/5ml oral solution,Azathioprine 20mg/5ml oral solution
65339,26658011000001100,0802010G0BHAAAE,azapress 50mg tablets (ennogen pharma ltd),Azapress 50mg tablets (Ennogen Pharma Ltd),Azathioprine,50mg,Tablet,Oral,26658011000001100,Azapress 50mg tablets (Ennogen Pharma Ltd),Azapress 50mg tablets
66003,29997811000001108,0802010G0AAADAD,azathioprine 25mg tablets (mawdsley-brooks & company ltd),Azathioprine 25mg tablets (Mawdsley-Brooks & Company Ltd),Azathioprine,25mg,Tablet,Oral,29997811000001108,Azathioprine 25mg tablets (Mawdsley-Brooks & Company Ltd),Azathioprine 25mg tablets
73814,22615211000001108,0802010G0AAAEAE,azathioprine 50mg tablets (de pharmaceuticals),Azathioprine 50mg tablets (DE Pharmaceuticals),Azathioprine,50mg,Tablet,Oral,22615211000001108,Azathioprine 50mg tablets (DE Pharmaceuticals),Azathioprine 50mg tablets
61160,13740911000001104,NA,azathioprine 50mg tablets (tillomed laboratories ltd),Azathioprine 50mg tablets (Tillomed Laboratories Ltd),Azathioprine,50mg,Tablet,Oral,NA,NA,NA
34687,41911000001104,0802010G0AAAEAE,azathioprine 50mg tablets (a a h pharmaceuticals ltd),Azathioprine 50mg tablets (A A H Pharmaceuticals Ltd),Azathioprine,50mg,Tablet,Oral,41911000001104,Azathioprine 50mg tablets (A A H Pharmaceuticals Ltd),Azathioprine 50mg tablets
43562,339911000001103,0802010G0AAAEAE,azathioprine 50mg tablets (actavis uk ltd),Azathioprine 50mg tablets (Actavis UK Ltd),Azathioprine,50mg,Tablet,Oral,339911000001103,Azathioprine 50mg tablets (Actavis UK Ltd),Azathioprine 50mg tablets
59006,338311000001105,0802010G0AAADAD,azathioprine 25mg tablets (kent pharmaceuticals ltd),Azathioprine 25mg tablets (Kent Pharmaceuticals Ltd),Azathioprine,25mg,Tablet,Oral,338311000001105,Azathioprine 25mg tablets (Kent Pharma (UK) Ltd),Azathioprine 25mg tablets
80733,NA,NA,azathioprine 200mg/5ml oral solution,NA,NA,NA,NA,NA,NA,NA,NA
77123,NA,NA,azathioprine 35mg/5ml oral solution,NA,NA,NA,NA,NA,NA,NA,NA
75063,8282111000001104,0802010G0AAARAR,azathioprine 10mg/5ml oral solution,Azathioprine 10mg/5ml oral solution,Azathioprine,2mg/1ml,Oral solution,Oral,8282111000001104,Azathioprine 10mg/5ml oral solution,Azathioprine 10mg/5ml oral liquid
68643,12080711000001104,0802010G0AABJBJ,azathioprine 175mg/5ml oral suspension,Azathioprine 175mg/5ml oral suspension,Azathioprine,35mg/1ml,Oral suspension,Oral,12080711000001104,Azathioprine 175mg/5ml oral suspension,Azathioprine 175mg/5ml oral liquid
42988,675711000001108,0802010G0BCABAE,imuran 50mg tablets (aspen pharma trading ltd),Imuran 50mg tablets (Aspen Pharma Trading Ltd),Azathioprine,50mg,Tablet,Oral,675711000001108,Imuran 50mg tablets (Aspen Pharma Trading Ltd),Imuran 50mg tablets
36792,16035911000001102,0802010G0AACGCG,azathioprine 250mg/5ml oral solution,Azathioprine 250mg/5ml oral solution,Azathioprine,50mg/1ml,Oral solution,Oral,16035911000001102,Azathioprine 250mg/5ml oral solution,Azathioprine 250mg/5ml oral liquid
63121,611111000001100,0802010G0AAADAD,azathioprine 25mg tablets (alliance healthcare (distribution) ltd),Azathioprine 25mg tablets (Alliance Healthcare (Distribution) Ltd),Azathioprine,25mg,Tablet,Oral,611111000001100,Azathioprine 25mg tablets (Alliance Healthcare (Distribution) Ltd),Azathioprine 25mg tablets
78478,NA,NA,azathioprine 150mg/5ml oral suspension,NA,NA,NA,NA,NA,NA,NA,NA
31215,863111000001105,0802010G0AAAEAE,azathioprine 50mg tablets (kent pharmaceuticals ltd),Azathioprine 50mg tablets (Kent Pharmaceuticals Ltd),Azathioprine,50mg,Tablet,Oral,863111000001105,Azathioprine 50mg tablets (Kent Pharma (UK) Ltd),Azathioprine 50mg tablets
80938,NA,NA,azathioprine 37.5mg/5ml oral solution,NA,NA,NA,NA,NA,NA,NA,NA
77940,NA,NA,azathioprine 25mg tablets (phoenix healthcare distribution ltd),NA,NA,NA,NA,NA,NA,NA,NA
55773,8282211000001105,0802010G0AAARAR,azathioprine 10mg/5ml oral suspension,Azathioprine 10mg/5ml oral suspension,Azathioprine,2mg/1ml,Oral suspension,Oral,8282211000001105,Azathioprine 10mg/5ml oral suspension,Azathioprine 10mg/5ml oral liquid
34451,843311000001103,0802010G0AAAEAE,azathioprine 50mg tablets (generics (uk) ltd),Azathioprine 50mg tablets (Mylan),Azathioprine,50mg,Tablet,Oral,843311000001103,Azathioprine 50mg tablets (Viatris UK Healthcare Ltd),Azathioprine 50mg tablets
