SNOMEDCode,description
'30796011000001109,Betamethasone valerate 0.1% ointment 25% / Ichthammol 1% in Yellow soft paraffin
'30796111000001105,Betamethasone valerate 0.1% ointment 25% / Ichthammol 1% in Yellow soft paraffin (Special Order)
'30796211000001104,Betamethasone valerate 0.1% ointment 25% / Ichthammol 1% in Yellow soft paraffin (Special Order)
'30798611000001101,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 6% in White soft paraffin
'30796311000001107,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 6% in White soft paraffin
'30796411000001100,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 6% in White soft paraffin (Special Order)
'30796511000001101,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 6% in White soft paraffin (Special Order)
'31140311000001104,Betamethasone valerate 0.1% cream 25% in Coal tar paste
'31089511000001103,Betamethasone valerate 0.1% cream 25% in Coal tar paste
'31089611000001104,Betamethasone valerate 0.1% cream 25% in Coal tar paste (Special Order)
'31089711000001108,Betamethasone valerate 0.1% cream 25% in Coal tar paste (Special Order)
'31140911000001103,Coal tar 5% in Betamethasone dipropionate 0.05% ointment
'31089811000001100,Coal tar 5% in Betamethasone dipropionate 0.05% ointment
'31089911000001105,Coal tar 5% in Betamethasone dipropionate 0.05% ointment (Special Order)
'31090011000001102,Coal tar 5% in Betamethasone dipropionate 0.05% ointment (Special Order)
'31141011000001106,Coal tar solution 10% in Betamethasone valerate 0.1% cream
'31090711000001100,Coal tar solution 10% in Betamethasone valerate 0.1% cream
'31090911000001103,Coal tar solution 10% in Betamethasone valerate 0.1% cream (Special Order)
'31091111000001107,Coal tar solution 10% in Betamethasone valerate 0.1% cream (Special Order)
'31141111000001107,Coal tar solution 2% / Salicylic acid 3% in Betamethasone valerate 0.1% cream
'31091711000001108,Coal tar solution 2% / Salicylic acid 3% in Betamethasone valerate 0.1% cream
'31091811000001100,Coal tar solution 2% / Salicylic acid 3% in Betamethasone valerate 0.1% cream (Special Order)
'31092011000001103,Coal tar solution 2% / Salicylic acid 3% in Betamethasone valerate 0.1% cream (Special Order)
'31140411000001106,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in White soft paraffin
'31128411000001106,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in White soft paraffin
'31128711000001100,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in White soft paraffin (Special Order)
'31128811000001108,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in White soft paraffin (Special Order)
'31148411000001109,Coal tar solution 3.3% / Propylene glycol 20% in Fluocinolone acetonide 0.025% gel
'31148511000001108,Coal tar solution 3.3% / Propylene glycol 20% in Fluocinolone acetonide 0.025% gel
'35022311000001106,Coal tar solution 3.3% / Propylene glycol 20% in Fluocinolone acetonide 0.025% gel
'31148611000001107,Coal tar solution 3.3% / Propylene glycol 20% in Fluocinolone acetonide 0.025% gel (Special Order)
'31148711000001103,Coal tar solution 3.3% / Propylene glycol 20% in Fluocinolone acetonide 0.025% gel (Special Order)
'35022411000001104,Coal tar solution 3.3% / Propylene glycol 20% in Fluocinolone acetonide 0.025% gel (Special Order)
'31411211000001105,Betamethasone valerate 0.1% ointment 20% in Generic Unguentum M cream
'31323111000001103,Betamethasone valerate 0.1% ointment 20% in Generic Unguentum M cream
'31323211000001109,Betamethasone valerate 0.1% ointment 20% in Unguentum M cream (Special Order)
'31323311000001101,Betamethasone valerate 0.1% ointment 20% in Unguentum M cream (Special Order)
'31411111000001104,Betamethasone valerate 0.1% cream 50% in Generic Unguentum M cream
'31324611000001109,Betamethasone valerate 0.1% cream 50% in Generic Unguentum M cream
'31324811000001108,Betamethasone valerate 0.1% cream 50% in Unguentum M cream (Special Order)
'31324911000001103,Betamethasone valerate 0.1% cream 50% in Unguentum M cream (Special Order)
'31931511000001100,Coal tar 5% in Betamethasone valerate 0.1% ointment
'31929211000001100,Coal tar 5% in Betamethasone valerate 0.1% ointment
'31929411000001101,Coal tar 5% in Betamethasone valerate 0.1% ointment (Special Order)
'31929511000001102,Coal tar 5% in Betamethasone valerate 0.1% ointment (Special Order)
'31948911000001104,Coal tar solution 5% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment
'31935111000001106,Coal tar solution 5% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment
'31935311000001108,Coal tar solution 5% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment (Special Order)
'31935511000001102,Coal tar solution 5% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment (Special Order)
'32637411000001109,Hydrocortisone butyrate 0.1% ointment 10% in Hydrous ointment
'32625211000001100,Hydrocortisone butyrate 0.1% ointment 10% in Hydrous ointment
'32625311000001108,Hydrocortisone butyrate 0.1% ointment 10% in Hydrous ointment (Special Order)
'32625411000001101,Hydrocortisone butyrate 0.1% ointment 10% in Hydrous ointment (Special Order)
'32653711000001107,Betamethasone valerate 0.1% ointment 50% in Generic Unguentum M cream
'32646611000001106,Betamethasone valerate 0.1% ointment 50% in Generic Unguentum M cream
'32646711000001102,Betamethasone valerate 0.1% ointment 50% in Unguentum M cream (Special Order)
'32646811000001105,Betamethasone valerate 0.1% ointment 50% in Unguentum M cream (Special Order)
'32695711000001104,Mometasone 0.1% ointment 10% in White soft paraffin
'32680611000001104,Mometasone 0.1% ointment 10% in White soft paraffin
'32680711000001108,Mometasone 0.1% ointment 10% in White soft paraffin (Special Order)
'32680811000001100,Mometasone 0.1% ointment 10% in White soft paraffin (Special Order)
'32695811000001107,Mometasone 0.1% ointment 25% in White soft paraffin
'32680911000001105,Mometasone 0.1% ointment 25% in White soft paraffin
'32681011000001102,Mometasone 0.1% ointment 25% in White soft paraffin (Special Order)
'32681111000001101,Mometasone 0.1% ointment 25% in White soft paraffin (Special Order)
'32748411000001104,Coal tar 2% in Betamethasone valerate 0.1% cream
'32704711000001107,Coal tar 2% in Betamethasone valerate 0.1% cream
'32704811000001104,Coal tar 2% in Betamethasone valerate 0.1% cream (Special Order)
'32704911000001109,Coal tar 2% in Betamethasone valerate 0.1% cream (Special Order)
'32748511000001100,Coal tar 2% in Betamethasone valerate 0.1% ointment
'32705911000001108,Coal tar 2% in Betamethasone valerate 0.1% ointment
'32706011000001100,Coal tar 2% in Betamethasone valerate 0.1% ointment (Special Order)
'32706111000001104,Coal tar 2% in Betamethasone valerate 0.1% ointment (Special Order)
'32748711000001105,Coal tar solution 20% in Betamethasone valerate 0.1% cream
'32706811000001106,Coal tar solution 20% in Betamethasone valerate 0.1% cream
'32706911000001101,Coal tar solution 20% in Betamethasone valerate 0.1% cream (Special Order)
'32707011000001102,Coal tar solution 20% in Betamethasone valerate 0.1% cream (Special Order)
'32747911000001106,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in Generic Unguentum M cream
'32728111000001107,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in Generic Unguentum M cream
'32728311000001109,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in Unguentum M cream (Special Order)
'32728411000001102,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in Unguentum M cream (Special Order)
'32750611000001101,Salicylic acid 2% in Betamethasone valerate 0.1% ointment
'32741511000001105,Salicylic acid 2% in Betamethasone valerate 0.1% ointment
'32741611000001109,Salicylic acid 2% in Betamethasone valerate 0.1% ointment (Special Order)
'32741711000001100,Salicylic acid 2% in Betamethasone valerate 0.1% ointment (Special Order)
'32875911000001103,Coal tar solution 2% in Betamethasone valerate 0.1% ointment
'32860011000001102,Coal tar solution 2% in Betamethasone valerate 0.1% ointment
'32860111000001101,Coal tar solution 2% in Betamethasone valerate 0.1% ointment (Special Order)
'32860211000001107,Coal tar solution 2% in Betamethasone valerate 0.1% ointment (Special Order)
'32875711000001100,Betamethasone valerate 0.1% ointment 25% in Emulsifying ointment
'32873211000001108,Betamethasone valerate 0.1% ointment 25% in Emulsifying ointment
'32873311000001100,Betamethasone valerate 0.1% ointment 25% in Emulsifying ointment (Special Order)
'32873411000001107,Betamethasone valerate 0.1% ointment 25% in Emulsifying ointment (Special Order)
'33678511000001102,Betamethasone valerate 0.1% cream 50% in Aqueous cream
'33672611000001100,Betamethasone valerate 0.1% cream 50% in Aqueous cream
'33672711000001109,Betamethasone valerate 0.1% cream 50% in Aqueous cream (Special Order)
'33672811000001101,Betamethasone valerate 0.1% cream 50% in Aqueous cream (Special Order)
'34682411000001108,Betamethasone dipropionate 0.05% ointment 25% in White soft paraffin
'34678211000001103,Betamethasone dipropionate 0.05% ointment 25% in White soft paraffin
'34678411000001104,Betamethasone dipropionate 0.05% ointment 25% in White soft paraffin (Special Order)
'34678511000001100,Betamethasone dipropionate 0.05% ointment 25% in White soft paraffin (Special Order)
'34769111000001101,Betamethasone valerate 0.1% ointment 30% / Coal tar solution 5% in Yellow soft paraffin
'34763311000001102,Betamethasone valerate 0.1% ointment 30% / Coal tar solution 5% in Yellow soft paraffin
'34763411000001109,Betamethasone valerate 0.1% ointment 30% / Coal tar solution 5% in Yellow soft paraffin (Special Order)
'34763511000001108,Betamethasone valerate 0.1% ointment 30% / Coal tar solution 5% in Yellow soft paraffin (Special Order)
'34818311000001106,Betamethasone valerate 0.1% ointment 25% in Generic Unguentum M cream
'34810311000001109,Betamethasone valerate 0.1% ointment 25% in Generic Unguentum M cream
'34810411000001102,Betamethasone valerate 0.1% ointment 25% in Unguentum M cream (Special Order)
'34810511000001103,Betamethasone valerate 0.1% ointment 25% in Unguentum M cream (Special Order)
'34854611000001103,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% / Salicylic acid 3% in Emulsifying ointment
'34854811000001104,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% / Salicylic acid 3% in Emulsifying ointment
'34854911000001109,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% / Salicylic acid 3% in Emulsifying ointment
'34854711000001107,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% / Salicylic acid 3% in Emulsifying ointment (Special Order)
'34855011000001109,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% / Salicylic acid 3% in Emulsifying ointment (Special Order)
'34855111000001105,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% / Salicylic acid 3% in Emulsifying ointment (Special Order)
'34877911000001101,Betamethasone valerate 0.1% cream 25% / Coal tar solution 10% in Generic Unguentum M cream
'34875911000001106,Betamethasone valerate 0.1% cream 25% / Coal tar solution 10% in Generic Unguentum M cream
'34876011000001103,Betamethasone valerate 0.1% cream 25% / Coal tar solution 10% in Unguentum M cream (Special Order)
'34876111000001102,Betamethasone valerate 0.1% cream 25% / Coal tar solution 10% in Unguentum M cream (Special Order)
'34878011000001104,Coal tar solution 25% in Betamethasone valerate 0.1% ointment
'34877111000001104,Coal tar solution 25% in Betamethasone valerate 0.1% ointment
'34877211000001105,Coal tar solution 25% in Betamethasone valerate 0.1% ointment (Special Order)
'34877311000001102,Coal tar solution 25% in Betamethasone valerate 0.1% ointment (Special Order)
'35147811000001106,Betamethasone valerate 0.1% cream 25% in Yellow soft paraffin
'35131111000001105,Betamethasone valerate 0.1% cream 25% in Yellow soft paraffin
'35131311000001107,Betamethasone valerate 0.1% cream 25% in Yellow soft paraffin (Special Order)
'35131411000001100,Betamethasone valerate 0.1% cream 25% in Yellow soft paraffin (Special Order)
'35147911000001101,Betamethasone valerate 0.1% ointment 12.5% in White soft paraffin
'35132311000001103,Betamethasone valerate 0.1% ointment 12.5% in White soft paraffin
'35132411000001105,Betamethasone valerate 0.1% ointment 12.5% in White soft paraffin (Special Order)
'35132511000001109,Betamethasone valerate 0.1% ointment 12.5% in White soft paraffin (Special Order)
'36458211000001106,Betamethasone valerate 0.1% ointment 50% in Aqueous cream
'36455611000001102,Betamethasone valerate 0.1% ointment 50% in Aqueous cream
'36455711000001106,Betamethasone valerate 0.1% ointment 50% in Aqueous cream (Special Order)
'36455811000001103,Betamethasone valerate 0.1% ointment 50% in Aqueous cream (Special Order)
