SNOMEDCode,description
'17578611000001103,Advagraf 5mg modified-release capsules (Necessity Supplies Ltd)
'17578711000001107,Advagraf 5mg modified-release capsules (Necessity Supplies Ltd)
'12080511000001109,Azathioprine 125mg/5ml oral suspension
'12068511000001109,Azathioprine 125mg/5ml oral suspension
'12068711000001104,Azathioprine 125mg/5ml oral suspension (Special Order)
'12068811000001107,Azathioprine 125mg/5ml oral suspension (Special Order)
'12080411000001105,Azathioprine 125mg/5ml oral solution
'12068911000001102,Azathioprine 125mg/5ml oral solution
'12069011000001106,Azathioprine 125mg/5ml oral solution (Special Order)
'12069311000001109,Azathioprine 125mg/5ml oral solution (Special Order)
'12080711000001104,Azathioprine 175mg/5ml oral suspension
'12069911000001105,Azathioprine 175mg/5ml oral suspension
'12070311000001107,Azathioprine 175mg/5ml oral suspension (Special Order)
'12070411000001100,Azathioprine 175mg/5ml oral suspension (Special Order)
'12080611000001108,Azathioprine 175mg/5ml oral solution
'12070711000001106,Azathioprine 175mg/5ml oral solution
'12070911000001108,Azathioprine 175mg/5ml oral solution (Special Order)
'12078211000001101,Azathioprine 175mg/5ml oral solution (Special Order)
'12096911000001103,Azathioprine 17mg/5ml oral suspension
'12092311000001103,Azathioprine 17mg/5ml oral suspension
'12092411000001105,Azathioprine 17mg/5ml oral suspension (Special Order)
'12092511000001109,Azathioprine 17mg/5ml oral suspension (Special Order)
'12096811000001108,Azathioprine 17mg/5ml oral solution
'12092611000001108,Azathioprine 17mg/5ml oral solution
'12092711000001104,Azathioprine 17mg/5ml oral solution (Special Order)
'12092811000001107,Azathioprine 17mg/5ml oral solution (Special Order)
'12097111000001103,Azathioprine 200mg/5ml oral suspension
'12092911000001102,Azathioprine 200mg/5ml oral suspension
'12093011000001105,Azathioprine 200mg/5ml oral suspension (Special Order)
'12093111000001106,Azathioprine 200mg/5ml oral suspension (Special Order)
'12097011000001104,Azathioprine 200mg/5ml oral solution
'12093211000001100,Azathioprine 200mg/5ml oral solution
'12093311000001108,Azathioprine 200mg/5ml oral solution (Special Order)
'12093411000001101,Azathioprine 200mg/5ml oral solution (Special Order)
'12097311000001101,Azathioprine 35mg/5ml oral suspension
'12093511000001102,Azathioprine 35mg/5ml oral suspension
'12093611000001103,Azathioprine 35mg/5ml oral suspension (Special Order)
'12093711000001107,Azathioprine 35mg/5ml oral suspension (Special Order)
'12097211000001109,Azathioprine 35mg/5ml oral solution
'12093811000001104,Azathioprine 35mg/5ml oral solution
'12093911000001109,Azathioprine 35mg/5ml oral solution (Special Order)
'12094011000001107,Azathioprine 35mg/5ml oral solution (Special Order)
'12211811000001105,Azathioprine 37.5mg/5ml oral suspension
'12209511000001105,Azathioprine 37.5mg/5ml oral suspension
'12209611000001109,Azathioprine 37.5mg/5ml oral suspension (Special Order)
'12209811000001108,Azathioprine 37.5mg/5ml oral suspension (Special Order)
'12211711000001102,Azathioprine 37.5mg/5ml oral solution
'12210311000001106,Azathioprine 37.5mg/5ml oral solution
'12210411000001104,Azathioprine 37.5mg/5ml oral solution (Special Order)
'12210511000001100,Azathioprine 37.5mg/5ml oral solution (Special Order)
'12211911000001100,Azathioprine 45mg/5ml oral suspension
'12211611000001106,Azathioprine 45mg/5ml oral suspension
'12212311000001105,Azathioprine 45mg/5ml oral suspension (Special Order)
'12212511000001104,Azathioprine 45mg/5ml oral suspension (Special Order)
'12222011000001100,Azathioprine 4mg/5ml oral suspension
'12213611000001105,Azathioprine 4mg/5ml oral suspension
'12213811000001109,Azathioprine 4mg/5ml oral suspension (Special Order)
'12213911000001104,Azathioprine 4mg/5ml oral suspension (Special Order)
'12222211000001105,Azathioprine 70mg/5ml oral suspension
'12214411000001105,Azathioprine 70mg/5ml oral suspension
'12214511000001109,Azathioprine 70mg/5ml oral suspension (Special Order)
'12214611000001108,Azathioprine 70mg/5ml oral suspension (Special Order)
'12222411000001109,Azathioprine 7mg/5ml oral suspension
'12214711000001104,Azathioprine 7mg/5ml oral suspension
'12214811000001107,Azathioprine 7mg/5ml oral suspension (Special Order)
'12214911000001102,Azathioprine 7mg/5ml oral suspension (Special Order)
'12222611000001107,Azathioprine 80mg/5ml oral suspension
'12215011000001102,Azathioprine 80mg/5ml oral suspension
'12215111000001101,Azathioprine 80mg/5ml oral suspension (Special Order)
'12215211000001107,Azathioprine 80mg/5ml oral suspension (Special Order)
'12221811000001102,Azathioprine 45mg/5ml oral solution
'12215311000001104,Azathioprine 45mg/5ml oral solution
'12215411000001106,Azathioprine 45mg/5ml oral solution (Special Order)
'12215511000001105,Azathioprine 45mg/5ml oral solution (Special Order)
'12221911000001107,Azathioprine 4mg/5ml oral solution
'12215811000001108,Azathioprine 4mg/5ml oral solution
'12216011000001106,Azathioprine 4mg/5ml oral solution (Special Order)
'12216111000001107,Azathioprine 4mg/5ml oral solution (Special Order)
'12222111000001104,Azathioprine 70mg/5ml oral solution
'12217211000001104,Azathioprine 70mg/5ml oral solution
'12217411000001100,Azathioprine 70mg/5ml oral solution (Special Order)
'12217511000001101,Azathioprine 70mg/5ml oral solution (Special Order)
'12222311000001102,Azathioprine 7mg/5ml oral solution
'12217711000001106,Azathioprine 7mg/5ml oral solution
'12217811000001103,Azathioprine 7mg/5ml oral solution (Special Order)
'12217911000001108,Azathioprine 7mg/5ml oral solution (Special Order)
'12222511000001108,Azathioprine 80mg/5ml oral solution
'12218011000001105,Azathioprine 80mg/5ml oral solution
'12218111000001106,Azathioprine 80mg/5ml oral solution (Special Order)
'12218211000001100,Azathioprine 80mg/5ml oral solution (Special Order)
'13000311000001106,Mycophenolate mofetil 100mg/5ml oral suspension
'12984111000001104,Mycophenolate mofetil 100mg/5ml oral suspension
'12984311000001102,Mycophenolate mofetil 100mg/5ml oral suspension (Special Order)
'12984511000001108,Mycophenolate mofetil 100mg/5ml oral suspension (Special Order)
'13000411000001104,Mycophenolate mofetil 125mg/5ml oral suspension
'12984711000001103,Mycophenolate mofetil 125mg/5ml oral suspension
'12984911000001101,Mycophenolate mofetil 125mg/5ml oral suspension (Special Order)
'12985111000001100,Mycophenolate mofetil 125mg/5ml oral suspension (Special Order)
'13000511000001100,Mycophenolate mofetil 250mg/5ml oral suspension
'12986011000001105,Mycophenolate mofetil 250mg/5ml oral suspension
'12986311000001108,Mycophenolate mofetil 250mg/5ml oral suspension (Special Order)
'12986411000001101,Mycophenolate mofetil 250mg/5ml oral suspension (Special Order)
'13000611000001101,Mycophenolate mofetil 300mg/5ml oral suspension
'12986811000001104,Mycophenolate mofetil 300mg/5ml oral suspension
'12987211000001103,Mycophenolate mofetil 300mg/5ml oral suspension (Special Order)
'12987311000001106,Mycophenolate mofetil 300mg/5ml oral suspension (Special Order)
'13000711000001105,Mycophenolate mofetil 500mg/5ml oral suspension
'12987711000001105,Mycophenolate mofetil 500mg/5ml oral suspension
'12988111000001105,Mycophenolate mofetil 500mg/5ml oral suspension (Special Order)
'12988211000001104,Mycophenolate mofetil 500mg/5ml oral suspension (Special Order)
'13303311000001101,Tacrolimus 2mg/5ml oral suspension
'13281911000001107,Tacrolimus 2mg/5ml oral suspension
'13282011000001100,Tacrolimus 2mg/5ml oral suspension (Special Order)
'13282111000001104,Tacrolimus 2mg/5ml oral suspension (Special Order)
'13573411000001100,Tacrolimus 500micrograms/5ml oral suspension
'13571911000001107,Tacrolimus 500micrograms/5ml oral suspension
'13572011000001100,Tacrolimus 500micrograms/5ml oral suspension (Special Order)
'13572111000001104,Tacrolimus 500micrograms/5ml oral suspension (Special Order)
'13648411000001104,Tacrolimus 25mg/5ml oral solution
'13645411000001109,Tacrolimus 25mg/5ml oral solution
'13645511000001108,Tacrolimus 25mg/5ml oral solution (Special Order)
'13645611000001107,Tacrolimus 25mg/5ml oral solution (Special Order)
'13648511000001100,Tacrolimus 25mg/5ml oral suspension
'13645711000001103,Tacrolimus 25mg/5ml oral suspension
'13645811000001106,Tacrolimus 25mg/5ml oral suspension (Special Order)
'13645911000001101,Tacrolimus 25mg/5ml oral suspension (Special Order)
'15614511000001109,Tacrolimus 3mg modified-release capsules
'15603711000001103,Tacrolimus 3mg modified-release capsules
'15603811000001106,Advagraf 3mg modified-release capsules (Astellas Pharma Ltd)
'15604111000001102,Advagraf 3mg modified-release capsules (Astellas Pharma Ltd)
'30040911000001100,Advagraf 3mg modified-release capsules (Waymade Healthcare Plc)
'30041011000001108,Advagraf 3mg modified-release capsules (Waymade Healthcare Plc)
'16035911000001102,Azathioprine 250mg/5ml oral solution
'16012211000001106,Azathioprine 250mg/5ml oral solution
'16012511000001109,Azathioprine 250mg/5ml oral solution (Special Order)
'16012811000001107,Azathioprine 250mg/5ml oral solution (Special Order)
'16036011000001105,Azathioprine 250mg/5ml oral suspension
'16014611000001100,Azathioprine 250mg/5ml oral suspension
'16014711000001109,Azathioprine 250mg/5ml oral suspension (Special Order)
'16014811000001101,Azathioprine 250mg/5ml oral suspension (Special Order)
'16658211000001106,Tacrolimus 200microgram granules sachets sugar free
'16658311000001103,Tacrolimus 200microgram granules sachets sugar free
'16658411000001105,Modigraf 0.2mg granules sachets (Astellas Pharma Ltd)
'16658511000001109,Modigraf 0.2mg granules sachets (Astellas Pharma Ltd)
'16658611000001108,Tacrolimus 1mg granules sachets sugar free
'16658711000001104,Tacrolimus 1mg granules sachets sugar free
'16658811000001107,Modigraf 1mg granules sachets (Astellas Pharma Ltd)
'16658911000001102,Modigraf 1mg granules sachets (Astellas Pharma Ltd)
'18430811000001103,Sirolimus 500microgram tablets
'18401511000001101,Sirolimus 500microgram tablets
'18401611000001102,Rapamune 0.5mg tablets (Pfizer Ltd)
'18401711000001106,Rapamune 0.5mg tablets (Pfizer Ltd)
'21210811000001100,Tacrolimus 0.1% in Carmellose gelatin paste
'21210911000001105,Tacrolimus 0.1% in Carmellose gelatin paste
'21211211000001107,Tacrolimus 0.1% in Carmellose gelatin paste
'31149911000001109,Tacrolimus 0.1% in Carmellose gelatin paste
'21211011000001102,Tacrolimus 0.1% in Carmellose gelatin paste (Special Order)
'21211111000001101,Tacrolimus 0.1% in Carmellose gelatin paste (Special Order)
'21211311000001104,Tacrolimus 0.1% in Carmellose gelatin paste (Special Order)
'31150011000001100,Tacrolimus 0.1% in Carmellose gelatin paste (Special Order)
'21211411000001106,Tacrolimus 0.3% in Carmellose gelatin paste
'21211511000001105,Tacrolimus 0.3% in Carmellose gelatin paste
'21211611000001109,Tacrolimus 0.3% in Carmellose gelatin paste
'35205711000001103,Tacrolimus 0.3% in Carmellose gelatin paste
'21211711000001100,Tacrolimus 0.3% in Carmellose gelatin paste (Special Order)
'21211811000001108,Tacrolimus 0.3% in Carmellose gelatin paste (Special Order)
'21211911000001103,Tacrolimus 0.3% in Carmellose gelatin paste (Special Order)
'35205811000001106,Tacrolimus 0.3% in Carmellose gelatin paste (Special Order)
'21305711000001107,Tacrolimus 800micrograms/5ml oral solution
'21303111000001105,Tacrolimus 800micrograms/5ml oral solution
'21303211000001104,Tacrolimus 800micrograms/5ml oral solution (Special Order)
'21303311000001107,Tacrolimus 800micrograms/5ml oral solution (Special Order)
'23612111000001104,Tacrolimus 900micrograms/5ml oral suspension
'23609611000001103,Tacrolimus 900micrograms/5ml oral suspension
'23609711000001107,Tacrolimus 900micrograms/5ml oral suspension (Special Order)
'23609811000001104,Tacrolimus 900micrograms/5ml oral suspension (Special Order)
'28808811000001101,Tacrolimus 1mg modified-release tablets
'28791711000001104,Tacrolimus 1mg modified-release tablets
'28791811000001107,Envarsus 1mg modified-release tablets (Chiesi Ltd)
'28791911000001102,Envarsus 1mg modified-release tablets (Chiesi Ltd)
'28809011000001102,Tacrolimus 750microgram modified-release tablets
'28792011000001109,Tacrolimus 750microgram modified-release tablets
'28792111000001105,Envarsus 750microgram modified-release tablets (Chiesi Ltd)
'28792211000001104,Envarsus 750microgram modified-release tablets (Chiesi Ltd)
'28808911000001106,Tacrolimus 4mg modified-release tablets
'28792311000001107,Tacrolimus 4mg modified-release tablets
'28792411000001100,Envarsus 4mg modified-release tablets (Chiesi Ltd)
'28792511000001101,Envarsus 4mg modified-release tablets (Chiesi Ltd)
'28947711000001108,Tacrolimus 750microgram capsules
'28800511000001102,Tacrolimus 750microgram capsules
'28800611000001103,Adoport 0.75mg capsules (Sandoz Ltd)
'28800711000001107,Adoport 0.75mg capsules (Sandoz Ltd)
'28947611000001104,Tacrolimus 2mg capsules
'28800811000001104,Tacrolimus 2mg capsules
'28800911000001109,Adoport 2mg capsules (Sandoz Ltd)
'28801011000001101,Adoport 2mg capsules (Sandoz Ltd)
'31002111000001104,Azathioprine 65mg/5ml oral suspension
'30999911000001108,Azathioprine 65mg/5ml oral suspension
'31000011000001104,Azathioprine 65mg/5ml oral suspension (Special Order)
'31000211000001109,Azathioprine 65mg/5ml oral suspension (Special Order)
'36630711000001100,Tacrolimus 2mg suppositories
'36616811000001101,Tacrolimus 2mg suppositories
'36616911000001106,Tacrolimus 2mg suppositories (Special Order)
'36617011000001105,Tacrolimus 2mg suppositories (Special Order)
