SNOMEDCode,description
'11716511000001106,Dexamethasone 4mg/5ml oral suspension
'11693011000001103,Dexamethasone 4mg/5ml oral suspension
'11693111000001102,Dexamethasone 4mg/5ml oral suspension (Special Order)
'11693211000001108,Dexamethasone 4mg/5ml oral suspension (Special Order)
'11716411000001107,Dexamethasone 4mg/5ml oral solution
'11693311000001100,Dexamethasone 4mg/5ml oral solution
'11693411000001107,Dexamethasone 4mg/5ml oral solution (Special Order)
'11693511000001106,Dexamethasone 4mg/5ml oral solution (Special Order)
'11716711000001101,Dexamethasone 6mg/5ml oral suspension
'11693611000001105,Dexamethasone 6mg/5ml oral suspension
'11693711000001101,Dexamethasone 6mg/5ml oral suspension (Special Order)
'11693811000001109,Dexamethasone 6mg/5ml oral suspension (Special Order)
'11716611000001105,Dexamethasone 6mg/5ml oral solution
'11693911000001104,Dexamethasone 6mg/5ml oral solution
'11694011000001101,Dexamethasone 6mg/5ml oral solution (Special Order)
'11694111000001100,Dexamethasone 6mg/5ml oral solution (Special Order)
'11716911000001104,Dexamethasone 8mg/5ml oral suspension
'11694211000001106,Dexamethasone 8mg/5ml oral suspension
'20443511000001107,Dexamethasone 8mg/5ml oral suspension
'11694311000001103,Dexamethasone 8mg/5ml oral suspension (Special Order)
'11694411000001105,Dexamethasone 8mg/5ml oral suspension (Special Order)
'20443711000001102,Dexamethasone 8mg/5ml oral suspension (Special Order)
'11716811000001109,Dexamethasone 8mg/5ml oral solution
'11694511000001109,Dexamethasone 8mg/5ml oral solution
'11694611000001108,Dexamethasone 8mg/5ml oral solution (Special Order)
'11694711000001104,Dexamethasone 8mg/5ml oral solution (Special Order)
'11816511000001109,Cortisone 2.5mg/5ml oral suspension
'11800411000001106,Cortisone 2.5mg/5ml oral suspension
'11800511000001105,Cortisone 2.5mg/5ml oral suspension (Special Order)
'11800611000001109,Cortisone 2.5mg/5ml oral suspension (Special Order)
'11816411000001105,Cortisone 2.5mg/5ml oral solution
'11800711000001100,Cortisone 2.5mg/5ml oral solution
'11800811000001108,Cortisone 2.5mg/5ml oral solution (Special Order)
'11800911000001103,Cortisone 2.5mg/5ml oral solution (Special Order)
'12030011000001106,Fludrocortisone 10micrograms/5ml oral suspension
'11968311000001109,Fludrocortisone 10micrograms/5ml oral suspension
'11968611000001104,Fludrocortisone 10micrograms/5ml oral suspension (Special Order)
'11968711000001108,Fludrocortisone 10micrograms/5ml oral suspension (Special Order)
'12030111000001107,Fludrocortisone 130micrograms/5ml oral suspension
'11968911000001105,Fludrocortisone 130micrograms/5ml oral suspension
'11969211000001106,Fludrocortisone 130micrograms/5ml oral suspension (Special Order)
'11969311000001103,Fludrocortisone 130micrograms/5ml oral suspension (Special Order)
'12030211000001101,Fludrocortisone 187.5micrograms/5ml oral suspension
'11969611000001108,Fludrocortisone 187.5micrograms/5ml oral suspension
'11969811000001107,Fludrocortisone 187.5micrograms/5ml oral suspension (Special Order)
'11969911000001102,Fludrocortisone 187.5micrograms/5ml oral suspension (Special Order)
'12030311000001109,Fludrocortisone 1mg/5ml oral suspension
'11970111000001102,Fludrocortisone 1mg/5ml oral suspension
'11970311000001100,Fludrocortisone 1mg/5ml oral suspension (Special Order)
'11970511000001106,Fludrocortisone 1mg/5ml oral suspension (Special Order)
'12030411000001102,Fludrocortisone 20micrograms/5ml oral suspension
'11970811000001109,Fludrocortisone 20micrograms/5ml oral suspension
'11971011000001107,Fludrocortisone 20micrograms/5ml oral suspension (Special Order)
'11971111000001108,Fludrocortisone 20micrograms/5ml oral suspension (Special Order)
'12030511000001103,Fludrocortisone 30micrograms/5ml oral suspension
'11971611000001100,Fludrocortisone 30micrograms/5ml oral suspension
'11971911000001106,Fludrocortisone 30micrograms/5ml oral suspension (Special Order)
'11972211000001109,Fludrocortisone 30micrograms/5ml oral suspension (Special Order)
'12030711000001108,Fludrocortisone 600micrograms/5ml oral suspension
'11973511000001100,Fludrocortisone 600micrograms/5ml oral suspension
'11973611000001101,Fludrocortisone 600micrograms/5ml oral suspension (Special Order)
'11973711000001105,Fludrocortisone 600micrograms/5ml oral suspension (Special Order)
'12030811000001100,Fludrocortisone 625micrograms/5ml oral suspension
'11974311000001108,Fludrocortisone 625micrograms/5ml oral suspension
'11974411000001101,Fludrocortisone 625micrograms/5ml oral suspension (Special Order)
'11974511000001102,Fludrocortisone 625micrograms/5ml oral suspension (Special Order)
'12030911000001105,Fludrocortisone 750micrograms/5ml oral suspension
'11974911000001109,Fludrocortisone 750micrograms/5ml oral suspension
'11975211000001104,Fludrocortisone 750micrograms/5ml oral suspension (Special Order)
'11975311000001107,Fludrocortisone 750micrograms/5ml oral suspension (Special Order)
'12031011000001102,Fludrocortisone 75micrograms/5ml oral suspension
'11975811000001103,Fludrocortisone 75micrograms/5ml oral suspension
'11975911000001108,Fludrocortisone 75micrograms/5ml oral suspension (Special Order)
'11976111000001104,Fludrocortisone 75micrograms/5ml oral suspension (Special Order)
'12031111000001101,Fludrocortisone 850micrograms/5ml oral suspension
'11976711000001103,Fludrocortisone 850micrograms/5ml oral suspension
'11976811000001106,Fludrocortisone 850micrograms/5ml oral suspension (Special Order)
'11976911000001101,Fludrocortisone 850micrograms/5ml oral suspension (Special Order)
'12540311000001105,Hydrocortisone 1.5mg/5ml oral suspension
'12528411000001103,Hydrocortisone 1.5mg/5ml oral suspension
'12528511000001104,Hydrocortisone 1.5mg/5ml oral suspension (Special Order)
'12528611000001100,Hydrocortisone 1.5mg/5ml oral suspension (Special Order)
'12540411000001103,Hydrocortisone 100mg/5ml oral suspension
'12528711000001109,Hydrocortisone 100mg/5ml oral suspension
'12528911000001106,Hydrocortisone 100mg/5ml oral suspension (Special Order)
'12529111000001101,Hydrocortisone 100mg/5ml oral suspension (Special Order)
'12540511000001104,Hydrocortisone 13.95mg/5ml oral suspension
'12529211000001107,Hydrocortisone 13.95mg/5ml oral suspension
'12529311000001104,Hydrocortisone 13.95mg/5ml oral suspension (Special Order)
'12529411000001106,Hydrocortisone 13.95mg/5ml oral suspension (Special Order)
'12540611000001100,Hydrocortisone 18mg/5ml oral suspension
'12529511000001105,Hydrocortisone 18mg/5ml oral suspension
'12529611000001109,Hydrocortisone 18mg/5ml oral suspension (Special Order)
'12529711000001100,Hydrocortisone 18mg/5ml oral suspension (Special Order)
'12540711000001109,Hydrocortisone 1mg/5ml oral suspension
'12529811000001108,Hydrocortisone 1mg/5ml oral suspension
'12529911000001103,Hydrocortisone 1mg/5ml oral suspension (Special Order)
'12530011000001108,Hydrocortisone 1mg/5ml oral suspension (Special Order)
'12540811000001101,Hydrocortisone 2.6mg/5ml oral suspension
'12530111000001109,Hydrocortisone 2.6mg/5ml oral suspension
'12530211000001103,Hydrocortisone 2.6mg/5ml oral suspension (Special Order)
'12530311000001106,Hydrocortisone 2.6mg/5ml oral suspension (Special Order)
'12540911000001106,Hydrocortisone 250micrograms/5ml oral suspension
'12530411000001104,Hydrocortisone 250micrograms/5ml oral suspension
'12530511000001100,Hydrocortisone 250micrograms/5ml oral suspension (Special Order)
'12530611000001101,Hydrocortisone 250micrograms/5ml oral suspension (Special Order)
'12541011000001103,Hydrocortisone 2mg/5ml oral suspension
'12530911000001107,Hydrocortisone 2mg/5ml oral suspension
'12531011000001104,Hydrocortisone 2mg/5ml oral suspension (Special Order)
'12531111000001103,Hydrocortisone 2mg/5ml oral suspension (Special Order)
'12554611000001109,Hydrocortisone 3.6mg/5ml oral suspension
'12551211000001105,Hydrocortisone 3.6mg/5ml oral suspension
'12551311000001102,Hydrocortisone 3.6mg/5ml oral suspension (Special Order)
'12551411000001109,Hydrocortisone 3.6mg/5ml oral suspension (Special Order)
'12554711000001100,Hydrocortisone 3.75mg/5ml oral suspension
'12551511000001108,Hydrocortisone 3.75mg/5ml oral suspension
'12551611000001107,Hydrocortisone 3.75mg/5ml oral suspension (Special Order)
'12551711000001103,Hydrocortisone 3.75mg/5ml oral suspension (Special Order)
'12554811000001108,Hydrocortisone 30mg/5ml oral suspension
'12551811000001106,Hydrocortisone 30mg/5ml oral suspension
'12551911000001101,Hydrocortisone 30mg/5ml oral suspension (Special Order)
'12552011000001108,Hydrocortisone 30mg/5ml oral suspension (Special Order)
'12554911000001103,Hydrocortisone 3mg/5ml oral suspension
'12552111000001109,Hydrocortisone 3mg/5ml oral suspension
'12552211000001103,Hydrocortisone 3mg/5ml oral suspension (Special Order)
'12552311000001106,Hydrocortisone 3mg/5ml oral suspension (Special Order)
'12555011000001103,Hydrocortisone 4.25mg/5ml oral suspension
'12552411000001104,Hydrocortisone 4.25mg/5ml oral suspension
'12552511000001100,Hydrocortisone 4.25mg/5ml oral suspension (Special Order)
'12552611000001101,Hydrocortisone 4.25mg/5ml oral suspension (Special Order)
'12555111000001102,Hydrocortisone 4mg/5ml oral suspension
'12552711000001105,Hydrocortisone 4mg/5ml oral suspension
'12552811000001102,Hydrocortisone 4mg/5ml oral suspension (Special Order)
'12552911000001107,Hydrocortisone 4mg/5ml oral suspension (Special Order)
'12555311000001100,Hydrocortisone 50micrograms/5ml oral suspension
'12553011000001104,Hydrocortisone 50micrograms/5ml oral suspension
'12553111000001103,Hydrocortisone 50micrograms/5ml oral suspension (Special Order)
'12553211000001109,Hydrocortisone 50micrograms/5ml oral suspension (Special Order)
'12555211000001108,Hydrocortisone 50mg/5ml oral suspension
'12553311000001101,Hydrocortisone 50mg/5ml oral suspension
'12553411000001108,Hydrocortisone 50mg/5ml oral suspension (Special Order)
'12553511000001107,Hydrocortisone 50mg/5ml oral suspension (Special Order)
'12555411000001107,Hydrocortisone 6.25mg/5ml oral suspension
'12553611000001106,Hydrocortisone 6.25mg/5ml oral suspension
'12553711000001102,Hydrocortisone 6.25mg/5ml oral suspension (Special Order)
'12553811000001105,Hydrocortisone 6.25mg/5ml oral suspension (Special Order)
'12555511000001106,Hydrocortisone 6mg/5ml oral suspension
'12553911000001100,Hydrocortisone 6mg/5ml oral suspension
'12554011000001102,Hydrocortisone 6mg/5ml oral suspension (Special Order)
'12554111000001101,Hydrocortisone 6mg/5ml oral suspension (Special Order)
'12563611000001103,Hydrocortisone 7.5mg/5ml oral suspension
'12555611000001105,Hydrocortisone 7.5mg/5ml oral suspension
'12555711000001101,Hydrocortisone 7.5mg/5ml oral suspension (Special Order)
'12555811000001109,Hydrocortisone 7.5mg/5ml oral suspension (Special Order)
'12563711000001107,Hydrocortisone 75mg/5ml oral suspension
'12555911000001104,Hydrocortisone 75mg/5ml oral suspension
'12556011000001107,Hydrocortisone 75mg/5ml oral suspension (Special Order)
'12556111000001108,Hydrocortisone 75mg/5ml oral suspension (Special Order)
'12563811000001104,Hydrocortisone 7mg/5ml oral suspension
'12558311000001109,Hydrocortisone 7mg/5ml oral suspension
'12558411000001102,Hydrocortisone 7mg/5ml oral suspension (Special Order)
'12558511000001103,Hydrocortisone 7mg/5ml oral suspension (Special Order)
'12563911000001109,Hydrocortisone 85micrograms/5ml oral suspension
'12558611000001104,Hydrocortisone 85micrograms/5ml oral suspension
'12558711000001108,Hydrocortisone 85micrograms/5ml oral suspension (Special Order)
'12558811000001100,Hydrocortisone 85micrograms/5ml oral suspension (Special Order)
'13005411000001106,Methylprednisolone 1mg/5ml oral suspension
'12950011000001101,Methylprednisolone 1mg/5ml oral suspension
'12950111000001100,Methylprednisolone 1mg/5ml oral suspension (Special Order)
'12950211000001106,Methylprednisolone 1mg/5ml oral suspension (Special Order)
'13078411000001108,Prednisolone 1.5mg/5ml oral suspension
'13053011000001108,Prednisolone 1.5mg/5ml oral suspension
'13053211000001103,Prednisolone 1.5mg/5ml oral suspension (Special Order)
'13053311000001106,Prednisolone 1.5mg/5ml oral suspension (Special Order)
'13078311000001101,Prednisolone 1.5mg/5ml oral solution
'13053511000001100,Prednisolone 1.5mg/5ml oral solution
'13053711000001105,Prednisolone 1.5mg/5ml oral solution (Special Order)
'13053911000001107,Prednisolone 1.5mg/5ml oral solution (Special Order)
'13078611000001106,Prednisolone 10mg/5ml oral suspension
'13054111000001106,Prednisolone 10mg/5ml oral suspension
'13054411000001101,Prednisolone 10mg/5ml oral suspension (Special Order)
'13054511000001102,Prednisolone 10mg/5ml oral suspension (Special Order)
'429995001,Prednisolone 10mg/5ml oral solution
'13054611000001103,Prednisolone 10mg/5ml oral solution
'13054711000001107,Prednisolone 10mg/5ml oral solution (Special Order)
'13054911000001109,Prednisolone 10mg/5ml oral solution (Special Order)
'432225008,Prednisolone 15mg/5ml oral suspension
'13055211000001104,Prednisolone 15mg/5ml oral suspension
'13055311000001107,Prednisolone 15mg/5ml oral suspension (Special Order)
'13055511000001101,Prednisolone 15mg/5ml oral suspension (Special Order)
'416533002,Prednisolone 15mg/5ml oral solution
'13055811000001103,Prednisolone 15mg/5ml oral solution
'13055911000001108,Prednisolone 15mg/5ml oral solution (Special Order)
'13056011000001100,Prednisolone 15mg/5ml oral solution (Special Order)
'13079011000001109,Prednisolone 1mg/5ml oral suspension
'13056111000001104,Prednisolone 1mg/5ml oral suspension
'13056211000001105,Prednisolone 1mg/5ml oral suspension (Special Order)
'13056311000001102,Prednisolone 1mg/5ml oral suspension (Special Order)
'13078911000001100,Prednisolone 1mg/5ml oral solution
'13056411000001109,Prednisolone 1mg/5ml oral solution
'13056511000001108,Prednisolone 1mg/5ml oral solution (Special Order)
'13056611000001107,Prednisolone 1mg/5ml oral solution (Special Order)
'13079211000001104,Prednisolone 2.5mg/5ml oral suspension
'13056711000001103,Prednisolone 2.5mg/5ml oral suspension
'13056811000001106,Prednisolone 2.5mg/5ml oral suspension (Special Order)
'13056911000001101,Prednisolone 2.5mg/5ml oral suspension (Special Order)
'13079111000001105,Prednisolone 2.5mg/5ml oral solution
'13057311000001104,Prednisolone 2.5mg/5ml oral solution
'13057411000001106,Prednisolone 2.5mg/5ml oral solution (Special Order)
'13057511000001105,Prednisolone 2.5mg/5ml oral solution (Special Order)
'13079411000001100,Prednisolone 20mg/5ml oral suspension
'13057911000001103,Prednisolone 20mg/5ml oral suspension
'13058011000001101,Prednisolone 20mg/5ml oral suspension (Special Order)
'13058111000001100,Prednisolone 20mg/5ml oral suspension (Special Order)
'13079311000001107,Prednisolone 20mg/5ml oral solution
'13058211000001106,Prednisolone 20mg/5ml oral solution
'13058311000001103,Prednisolone 20mg/5ml oral solution (Special Order)
'13058411000001105,Prednisolone 20mg/5ml oral solution (Special Order)
'13079611000001102,Prednisolone 25mg/5ml oral suspension
'13058511000001109,Prednisolone 25mg/5ml oral suspension
'13058611000001108,Prednisolone 25mg/5ml oral suspension (Special Order)
'13058711000001104,Prednisolone 25mg/5ml oral suspension (Special Order)
'13079511000001101,Prednisolone 25mg/5ml oral solution
'13058811000001107,Prednisolone 25mg/5ml oral solution
'35097311000001102,Prednisolone 25mg/5ml oral solution
'13058911000001102,Prednisolone 25mg/5ml oral solution (Special Order)
'13059011000001106,Prednisolone 25mg/5ml oral solution (Special Order)
'35097511000001108,Prednisolone 25mg/5ml oral solution (Special Order)
'432224007,Prednisolone 5mg/5ml oral suspension
'13120011000001108,Prednisolone 5mg/5ml oral suspension
'13120111000001109,Prednisolone 5mg/5ml oral suspension (Special Order)
'13120211000001103,Prednisolone 5mg/5ml oral suspension (Special Order)
'13133111000001100,Prednisolone 5mg/5ml oral solution
'13120311000001106,Prednisolone 5mg/5ml oral solution
'13120411000001104,Prednisolone 5mg/5ml oral solution (Special Order)
'13120511000001100,Prednisolone 5mg/5ml oral solution (Special Order)
'14204411000001101,Prednisolone 1.67mg/5ml oral solution
'14173011000001102,Prednisolone 1.67mg/5ml oral solution
'14173111000001101,Prednisolone 1.67mg/5ml oral solution (Special Order)
'14173211000001107,Prednisolone 1.67mg/5ml oral solution (Special Order)
'14204511000001102,Prednisolone 1.67mg/5ml oral suspension
'14173411000001106,Prednisolone 1.67mg/5ml oral suspension
'14173511000001105,Prednisolone 1.67mg/5ml oral suspension (Special Order)
'14173611000001109,Prednisolone 1.67mg/5ml oral suspension (Special Order)
'15410611000001103,Fludrocortisone 30microgram capsules
'15403411000001106,Fludrocortisone 30microgram capsules
'15403511000001105,Fludrocortisone 30microgram capsules (Special Order)
'15403611000001109,Fludrocortisone 30microgram capsules (Special Order)
'15436911000001101,Hydrocortisone 2mg capsules
'15427511000001108,Hydrocortisone 2mg capsules
'15427611000001107,Hydrocortisone 2mg capsules (Special Order)
'15427811000001106,Hydrocortisone 2mg capsules (Special Order)
'15533611000001108,Hydrocortisone 2.5mg capsules
'15524011000001101,Hydrocortisone 2.5mg capsules
'15524111000001100,Hydrocortisone 2.5mg capsules (Special Order)
'15524211000001106,Hydrocortisone 2.5mg capsules (Special Order)
'17872811000001100,Prednisone 1mg modified-release tablets
'17873011000001102,Prednisone 1mg modified-release tablets
'17872911000001105,Lodotra 1mg modified-release tablets (Napp Pharmaceuticals Ltd)
'17873111000001101,Lodotra 1mg modified-release tablets (Napp Pharmaceuticals Ltd)
'17873211000001107,Prednisone 2mg modified-release tablets
'17873411000001106,Prednisone 2mg modified-release tablets
'17873611000001109,Prednisone 2mg modified-release tablets
'17873311000001104,Lodotra 2mg modified-release tablets (Napp Pharmaceuticals Ltd)
'17873511000001105,Lodotra 2mg modified-release tablets (Napp Pharmaceuticals Ltd)
'17873711000001100,Lodotra 2mg modified-release tablets (Napp Pharmaceuticals Ltd)
'17873811000001108,Prednisone 5mg modified-release tablets
'17874011000001100,Prednisone 5mg modified-release tablets
'17874211000001105,Prednisone 5mg modified-release tablets
'17873911000001103,Lodotra 5mg modified-release tablets (Napp Pharmaceuticals Ltd)
'17874111000001104,Lodotra 5mg modified-release tablets (Napp Pharmaceuticals Ltd)
'17874311000001102,Lodotra 5mg modified-release tablets (Napp Pharmaceuticals Ltd)
'19743911000001108,Budesonide 9mg gastro-resistant granules sachets
'19737711000001100,Budesonide 9mg gastro-resistant granules sachets
'20093511000001108,Hydrocortisone 5mg/5ml oral suspension sugar free
'20092111000001105,Hydrocortisone 5mg/5ml oral suspension sugar free
'20092211000001104,Hydrocortisone 5mg/5ml oral suspension sugar free
'20092311000001107,Hydrocortisone 5mg/5ml oral suspension sugar free (Special Order)
'20092411000001100,Hydrocortisone 5mg/5ml oral suspension sugar free (Special Order)
'20092511000001101,Hydrocortisone 5mg/5ml oral suspension sugar free (Special Order)
'20455311000001102,Hydrocortisone 1mg capsules
'20428511000001101,Hydrocortisone 1mg capsules
'20428711000001106,Hydrocortisone 1mg capsules (Special Order)
'20428911000001108,Hydrocortisone 1mg capsules (Special Order)
'21496411000001103,Hydrocortisone 5mg modified-release tablets
'21494511000001105,Hydrocortisone 5mg modified-release tablets
'21494611000001109,Plenadren 5mg modified-release tablets (Shire Pharmaceuticals Ltd)
'21494711000001100,Plenadren 5mg modified-release tablets (Shire Pharmaceuticals Ltd)
'36820111000001109,Plenadren 5mg modified-release tablets (Originalis B.V.)
'36820211000001103,Plenadren 5mg modified-release tablets (Originalis B.V.)
'21496311000001105,Hydrocortisone 20mg modified-release tablets
'21494811000001108,Hydrocortisone 20mg modified-release tablets
'21494911000001103,Plenadren 20mg modified-release tablets (Shire Pharmaceuticals Ltd)
'21495011000001103,Plenadren 20mg modified-release tablets (Shire Pharmaceuticals Ltd)
'24350911000001102,Dexamethasone 10mg/5ml oral solution sugar free
'24343111000001109,Dexamethasone 10mg/5ml oral solution sugar free
'28876711000001103,Dexamethasone 10mg/5ml oral solution sugar free
'24343211000001103,Dexamethasone 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
'24343411000001104,Dexamethasone 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
'24416211000001107,Dexamethasone 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'24416311000001104,Dexamethasone 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'29223711000001100,Dexamethasone 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'24421311000001102,Dexamethasone 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
'24421411000001109,Dexamethasone 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
'28876811000001106,Dexamethasone 10mg/5ml oral solution sugar free (Advanz Pharma)
'28876911000001101,Dexamethasone 10mg/5ml oral solution sugar free (Advanz Pharma)
'29803311000001100,Dexamethasone 10mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
'29803411000001107,Dexamethasone 10mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
'24580511000001101,Dexamethasone 10mg capsules
'24569611000001106,Dexamethasone 10mg capsules
'24569711000001102,Dexamethasone 10mg capsules (Special Order)
'24569811000001105,Dexamethasone 10mg capsules (Special Order)
'28422811000001103,Hydrocortisone 5mg/5ml oral solution
'28418611000001106,Hydrocortisone 5mg/5ml oral solution
'28418711000001102,Hydrocortisone 5mg/5ml oral solution (Special Order)
'28418811000001105,Hydrocortisone 5mg/5ml oral solution (Special Order)
'28808611000001100,Prednisolone 2.5mg tablets
'28798011000001107,Prednisolone 2.5mg tablets
'32772811000001103,Prednisolone 2.5mg tablets
'28798211000001102,Pevanti 2.5mg tablets (Advanz Pharma)
'28798311000001105,Pevanti 2.5mg tablets (Advanz Pharma)
'32772911000001108,Prednisolone 2.5mg tablets (Actavis UK Ltd)
'32773011000001100,Prednisolone 2.5mg tablets (Actavis UK Ltd)
'32776111000001109,Prednisolone 2.5mg tablets (A A H Pharmaceuticals Ltd)
'32776211000001103,Prednisolone 2.5mg tablets (A A H Pharmaceuticals Ltd)
'28808411000001103,Prednisolone 10mg tablets
'28799211000001107,Prednisolone 10mg tablets
'32772011000001109,Prednisolone 10mg tablets
'28799311000001104,Pevanti 10mg tablets (Advanz Pharma)
'28799411000001106,Pevanti 10mg tablets (Advanz Pharma)
'32771211000001106,Prednisolone 10mg tablets (Actavis UK Ltd)
'32772511000001101,Prednisolone 10mg tablets (Actavis UK Ltd)
'32776311000001106,Prednisolone 10mg tablets (A A H Pharmaceuticals Ltd)
'32776411000001104,Prednisolone 10mg tablets (A A H Pharmaceuticals Ltd)
'28808711000001109,Prednisolone 20mg tablets
'28799511000001105,Prednisolone 20mg tablets
'32773111000001104,Prednisolone 20mg tablets
'28799611000001109,Pevanti 20mg tablets (Advanz Pharma)
'28799711000001100,Pevanti 20mg tablets (Advanz Pharma)
'32773211000001105,Prednisolone 20mg tablets (Actavis UK Ltd)
'32773311000001102,Prednisolone 20mg tablets (Actavis UK Ltd)
'32776511000001100,Prednisolone 20mg tablets (A A H Pharmaceuticals Ltd)
'32776611000001101,Prednisolone 20mg tablets (A A H Pharmaceuticals Ltd)
'28881311000001104,Dexamethasone 20mg/5ml oral solution sugar free
'28877011000001102,Dexamethasone 20mg/5ml oral solution sugar free
'28877111000001101,Dexamethasone 20mg/5ml oral solution sugar free (Advanz Pharma)
'28877211000001107,Dexamethasone 20mg/5ml oral solution sugar free (Advanz Pharma)
'29224011000001100,Dexamethasone 20mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'29224111000001104,Dexamethasone 20mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'29094911000001100,Budesonide 9mg modified-release tablets
'29094111000001103,Budesonide 9mg modified-release tablets
'29424511000001109,Prednisolone 5mg/5ml oral solution unit dose
'29361011000001100,Prednisolone 5mg/5ml oral solution unit dose
'29361211000001105,Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd)
'29361511000001108,Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd)
'29559211000001100,Prednisolone 5mg/5ml oral solution unit dose (A A H Pharmaceuticals Ltd)
'29559411000001101,Prednisolone 5mg/5ml oral solution unit dose (A A H Pharmaceuticals Ltd)
'32688311000001106,Prednisolone 5mg/5ml oral solution unit dose (Alliance Healthcare (Distribution) Ltd)
'32688411000001104,Prednisolone 5mg/5ml oral solution unit dose (Alliance Healthcare (Distribution) Ltd)
'29904211000001102,Prednisolone 10mg/ml oral solution sugar free
'29879011000001109,Prednisolone 10mg/ml oral solution sugar free
'29879111000001105,Prednisolone 10mg/ml oral solution sugar free (Advanz Pharma)
'29879211000001104,Prednisolone 10mg/ml oral solution sugar free (Advanz Pharma)
'30129111000001103,Prednisolone 10mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'30129211000001109,Prednisolone 10mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'31141511000001103,Dexamethasone 400microgram capsules
'31138711000001102,Dexamethasone 400microgram capsules
'31138811000001105,Dexamethasone 400microgram capsules (Special Order)
'31138911000001100,Dexamethasone 400microgram capsules (Special Order)
'32071811000001109,Dexamethasone 2mg soluble tablets sugar free
'31959711000001108,Dexamethasone 2mg soluble tablets sugar free
'31959911000001105,Dexamethasone 2mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
'31960111000001108,Dexamethasone 2mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
'32400911000001106,Dexamethasone 2mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
'32401011000001103,Dexamethasone 2mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
'32418411000001103,Dexamethasone 2mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'32418511000001104,Dexamethasone 2mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'34743111000001109,Glensoludex 2mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
'34743311000001106,Glensoludex 2mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
'32072011000001106,Dexamethasone 8mg soluble tablets sugar free
'31960911000001106,Dexamethasone 8mg soluble tablets sugar free
'31961311000001100,Dexamethasone 8mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
'31961411000001107,Dexamethasone 8mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
'32401311000001100,Dexamethasone 8mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
'32401411000001107,Dexamethasone 8mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
'32418811000001101,Dexamethasone 8mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'32418911000001106,Dexamethasone 8mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'34743611000001101,Glensoludex 8mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
'34743711000001105,Glensoludex 8mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
'32071911000001104,Dexamethasone 4mg soluble tablets sugar free
'31961611000001105,Dexamethasone 4mg soluble tablets sugar free
'31961811000001109,Dexamethasone 4mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
'31962011000001106,Dexamethasone 4mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)
'32401111000001102,Dexamethasone 4mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
'32401211000001108,Dexamethasone 4mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)
'32418611000001100,Dexamethasone 4mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'32418711000001109,Dexamethasone 4mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'34743411000001104,Glensoludex 4mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
'34743511000001100,Glensoludex 4mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)
'32611811000001105,Prednisolone 1mg gastro-resistant tablets
'32584411000001104,Prednisolone 1mg gastro-resistant tablets
'32584711000001105,Prednisolone 1mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd)
'32585011000001107,Prednisolone 1mg gastro-resistant tablets (Alliance Pharmaceuticals Ltd)
'33425811000001105,Prednisolone 1mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
