prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
23111,triamcinolone 4mg tablet,triamcinolone acetonide,glucocorticoid therapy,oral,1.44855001000e+17,348,06030200,,,,1,,,,,,0,
38407,prednisolone 20mg tablet,prednisolone,glucocorticoid therapy,oral,2.44685001000e+17,22,06030200,,,,1,,,,,,0,
33990,prednisolone 5mg tablet (ivax pharmaceuticals uk ltd),prednisolone,glucocorticoid therapy,oral,6.54250010000e+16,798,06030200,,,,1,,,,,,0,
8261,medrone 16mg tablets (pfizer ltd),methylprednisolone,glucocorticoid therapy,oral,4051911000001105,63,06030200,,,,1,,,,,,0,
46711,prednisone 2mg modified-release tablets,prednisone,glucocorticoid therapy,oral,1.78732110000e+16,178,06030200,,,,1,,,,,,0,
9375,deflazacort 1mg tablets,deflazacort,glucocorticoid therapy,oral,325476008,1796,06030200,,,,1,,,,,,0,
53207,dexamethasone tablets,dexamethasone,glucocorticoid therapy,,2.51655001000e+17,0,06030200,,,,1,,,,,,0,
15555,medrone 4mg tablets (pfizer ltd),methylprednisolone,glucocorticoid therapy,oral,4051611000001104,2330,06030200,,,,1,,,,,,0,
50225,betnesol 500microgram soluble tablets (waymade healthcare plc),betamethasone sodium phosphate,glucocorticoid therapy,oral,1.92809110000e+16,14,06030200,,,,1,,,,,,0,
5157,dexamethasone 2mg/5ml oral solution,dexamethasone,glucocorticoid therapy,oral,1.96715001000e+17,878,06030200,,,,1,,,,,,0,
1063,prednesol 5mg tablet (sovereign medical ltd),prednisolone sodium phosphate,glucocorticoid therapy,oral,2.56750010000e+16,57610,06030200,,,,1,,,,,,0,
6098,hydrocortone 10mg tablets (auden mckenzie (pharma division) ltd),hydrocortisone,glucocorticoid therapy,oral,197211000001101,14474,06030200,,,,1,,,,,,0,1
35175,hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules,,glucocorticoid therapy,,3.60569110000e+16,6424,06030200,,1,,,,,,,,,
7286,betamethasone 500microgram soluble tablets sugar free,betamethasone sodium phosphate,glucocorticoid therapy,oral,325344004,41093,06030200,,,,1,,,,,,0,
28376,prednisolone 2.5mg gastro-resistant tablet (biorex laboratories ltd),prednisolone,glucocorticoid therapy,oral,2.97850010000e+16,47,06030200,,,,1,,,,,,0,
71905,hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules (advanz pharma),,glucocorticoid therapy,,3.03939110000e+16,1,06030200,,1,,,,,,,,,
54432,lodotra 1mg modified-release tablets (napp pharmaceuticals ltd),prednisone,glucocorticoid therapy,oral,1.78729110000e+16,10,06030200,,,,1,,,,,,0,
229,cortisone 25mg tablets,cortisone acetate,glucocorticoid therapy,oral,325349009,31499,06030200,,,,1,,,,,,0,1
23512,precortisyl 5mg tablet (hoechst marion roussel),prednisolone,glucocorticoid therapy,oral,2.56250010000e+16,816,06030200,,,,1,,,,,,0,
18042,medrone 100mg tablets (pfizer ltd),methylprednisolone,glucocorticoid therapy,oral,4052211000001108,260,06030200,,,,1,,,,,,0,
34914,prednisolone 1mg tablet (celltech pharma europe ltd),prednisolone,glucocorticoid therapy,oral,1.89350010000e+16,2,06030200,,,,1,,,,,,0,
21903,oradexon-organon 2mg tablet (organon laboratories ltd),dexamethasone,glucocorticoid therapy,oral,4.11950010000e+16,61,06030200,,,,1,,,,,,0,
53143,cortisone 25mg tablets (a a h pharmaceuticals ltd),cortisone acetate,glucocorticoid therapy,oral,3669611000001101,0,06030200,,,,1,,,,,,0,1
14172,methylprednisolone 100mg tablets,methylprednisolone,glucocorticoid therapy,oral,325410005,8848,06030200,,,,1,,,,,,0,
44803,lodotra 2mg modified-release tablets (napp pharmaceuticals ltd),prednisone,glucocorticoid therapy,oral,1.78733110000e+16,25,06030200,,,,1,,,,,,0,
11149,betnelan 500microgram tablets (focus pharmaceuticals ltd),betamethasone,glucocorticoid therapy,oral,3804311000001103,3659,06030200,,,,1,,,,,,0,
1971,betnesol 500microgram soluble tablets (focus pharmaceuticals ltd),betamethasone sodium phosphate,glucocorticoid therapy,oral,3694811000001103,24801,06030200,,,,1,,,,,,0,
64235,betamethasone 500microgram soluble tablets sugar free (alliance healthcare (distribution) ltd),betamethasone sodium phosphate,glucocorticoid therapy,oral,2.12325110000e+16,2,06030200,,,,1,,,,,,0,
34631,prednisolone 1mg tablet (co-pharma ltd),prednisolone,glucocorticoid therapy,oral,1.11515001000e+17,17,06030200,,,,1,,,,,,0,
2130,methylprednisolone 4mg tablets,methylprednisolone,glucocorticoid therapy,oral,325412002,2749,06030200,,,,1,,,,,,0,
45302,prednisolone 5mg tablet (biorex laboratories ltd),prednisolone,glucocorticoid therapy,oral,2.98050010000e+16,1,06030200,,,,1,,,,,,0,
76923,methylprednisolone 1mg/5ml oral suspension,methylprednisolone,glucocorticoid therapy,oral,1.30054110000e+16,331,06030200,,,,1,,,,,,0,
44802,lodotra 5mg modified-release tablets (napp pharmaceuticals ltd),prednisone,glucocorticoid therapy,oral,1.78739110000e+16,58,06030200,,,,1,,,,,,0,
36055,dexamethasone 2mg tablet (hillcross pharmaceuticals ltd),dexamethasone,glucocorticoid therapy,oral,1.91525001000e+17,2,06030200,,,,1,,,,,,0,
20095,precortisyl forte 25mg tablet (aventis pharma),prednisolone,glucocorticoid therapy,oral,7.99350010000e+16,441,06030200,,,,1,,,,,,0,
19908,triamcinolone 2mg tablet,triamcinolone acetonide,glucocorticoid therapy,oral,1.44845001000e+17,211,06030200,,,,1,,,,,,0,
33988,prednisolone 5mg tablet (co-pharma ltd),prednisolone,glucocorticoid therapy,oral,1.11525001000e+17,3,06030200,,,,1,,,,,,0,
7548,cortisone 5mg capsules,cortisone acetate,glucocorticoid therapy,oral,8792411000001102,185,06030200,,,,1,,,,,,0,1
24014,ledercort 2mg tablet (wyeth pharmaceuticals),triamcinolone acetonide,glucocorticoid therapy,oral,5.35550010000e+16,826,06030200,,,,1,,,,,,0,
58061,prednisone 50mg tablets,prednisone,glucocorticoid therapy,oral,374072009,3,06030200,,,,1,,,,,,0,
47142,prednisolone 5mg soluble tablet (amdipharm plc),prednisolone sodium phosphate,glucocorticoid therapy,oral,2.99285001000e+17,2,06030200,,,,1,,,,,,0,
10683,medrone 2mg tablets (pfizer ltd),methylprednisolone,glucocorticoid therapy,oral,4051211000001101,1935,06030200,,,,1,,,,,,0,
78839,deflazacort 22.75mg/1ml oral suspension,,glucocorticoid therapy,,3.30379110000e+16,1,06030200,,,,1,,,,,,0,
34109,prednisolone 5 mg gastro-resistant tablet,prednisolone,glucocorticoid therapy,oral,1.74995001000e+17,15408,06030200,,,,1,,,,,,0,
41335,calcort 6mg tablets (sanofi),deflazacort,glucocorticoid therapy,oral,3756411000001107,511,06030200,,,,1,,,,,,0,
22555,calcort 1mg tablets (shire pharmaceuticals ltd),deflazacort,glucocorticoid therapy,oral,3850711000001101,421,06030200,,,,1,,,,,,0,
44380,prednisone 1mg modified-release tablets,prednisone,glucocorticoid therapy,oral,1.78728110000e+16,191,06030200,,,,1,,,,,,0,
25272,precortisyl 1mg tablet (hoechst marion roussel),prednisolone,glucocorticoid therapy,oral,2.56150010000e+16,1366,06030200,,,,1,,,,,,0,
68489,dexamethasone 4mg tablets,,glucocorticoid therapy,,376688006,2421,06030200,,,,1,,,,,,0,
13043,hydrocortone 20mg tablets (auden mckenzie (pharma division) ltd),hydrocortisone,glucocorticoid therapy,oral,706611000001109,2445,06030200,,,,1,,,,,,0,1
80823,betamethasone 500microgram soluble tablets sugar free (a a h pharmaceuticals ltd),betamethasone sodium phosphate,glucocorticoid therapy,oral,2.12291110000e+16,2,06030200,,,,1,,,,,,0,
2949,prednisone 5mg tablets,prednisone,glucocorticoid therapy,oral,373994007,16138,06030200,,,,1,,,,,,0,
10864,betamethasone 500microgram tablets,betamethasone,glucocorticoid therapy,oral,325345003,9874,06030200,,,,1,,,,,,0,
28859,deltastab 5mg tablet (waymade healthcare plc),prednisolone,glucocorticoid therapy,oral,4.76150010000e+16,4,06030200,,,,1,,,,,,0,
68306,betamethasone 500microgram soluble tablets sugar free (focus pharmaceuticals ltd),betamethasone sodium phosphate,glucocorticoid therapy,oral,2.11422110000e+16,1,06030200,,,,1,,,,,,0,
44723,prednisone 5mg modified-release tablets,prednisone,glucocorticoid therapy,oral,1.78738110000e+16,684,06030200,,,,1,,,,,,0,
3557,prednisone 1mg tablets,prednisone,glucocorticoid therapy,oral,418349006,4584,06030200,,,,1,,,,,,0,
75763,prednisolone 5mg tablet (celltech pharma europe ltd),prednisolone,glucocorticoid therapy,oral,1.89450010000e+16,12,06030200,,,,1,,,,,,0,
15617,ledercort 4mg tablet (wyeth pharmaceuticals),triamcinolone acetonide,glucocorticoid therapy,oral,5.35650010000e+16,1406,06030200,,,,1,,,,,,0,
80553,dexamethasone 4mg tablets (cst pharma ltd),,glucocorticoid therapy,,3.77439110000e+16,0,06030200,,,,1,,,,,,0,
77994,hydventia 10mg tablets (ocxia),hydrocortisone,glucocorticoid therapy,oral,3.69177110000e+16,15,06030200,,,,1,,,,,,0,1
20577,calcort 6mg tablet (shire pharmaceuticals ltd),deflazacort,glucocorticoid therapy/corticosteroids and other immunosuppressants,oral,2.24015001000e+17,2115,06030200/08020200,,,,1,,,,,,0,
9994,decadron 500microgram tablets (merck sharp & dohme ltd),dexamethasone,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,oral,3286911000001103,566,06030200/64090000,,,,1,,,,,,0,
55401,dexamethasone 500microgram tablets (a a h pharmaceuticals ltd),dexamethasone,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,oral,3286511000001105,1,06030200/64090000,,,,1,,,,,,0,
34915,dexamethasone 500microgram tablets (organon laboratories ltd),dexamethasone,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,oral,3287811000001105,35,06030200/64090000,,,,1,,,,,,0,
68103,dexamethasone 2mg soluble tablets sugar free (a a h pharmaceuticals ltd),,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,,3.24009110000e+16,1,06030200/64090000,,,,1,,,,,,0,
68860,dexamethasone 8mg soluble tablets sugar free (a a h pharmaceuticals ltd),,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,,3.24013110000e+16,1,06030200/64090000,,,,1,,,,,,0,
4779,dexamethasone 500microgram tablets,dexamethasone,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,oral,325355004,105316,06030200/64090000,,,,1,,,,,,0,
34880,dexamethasone 2mg tablets (merck sharp & dohme ltd),dexamethasone,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,oral,3291411000001104,255,06030200/64090000,,,,1,,,,,,0,
66200,dexamethasone 2mg soluble tablets sugar free,,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,,3.20718110000e+16,2572,06030200/64090000,,,,1,,,,,,0,
1280,dexamethasone 2mg tablets,dexamethasone,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,oral,325356003,310705,06030200/64090000,,,,1,,,,,,0,
66524,dexamethasone 4mg soluble tablets sugar free,,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,,3.20719110000e+16,742,06030200/64090000,,,,1,,,,,,0,
60120,dexamethasone 2mg tablets (alliance healthcare (distribution) ltd),dexamethasone,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,oral,3292011000001100,3,06030200/64090000,,,,1,,,,,,0,
62909,dexamethasone 2mg tablets (a a h pharmaceuticals ltd),dexamethasone,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,oral,3290311000001101,4,06030200/64090000,,,,1,,,,,,0,
68182,dexamethasone 2mg tablets (auden mckenzie (pharma division) ltd),dexamethasone,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,oral,1.56287110000e+16,2,06030200/64090000,,,,1,,,,,,0,
66287,dexamethasone 8mg soluble tablets sugar free,,glucocorticoid therapy/diagnostic test of adrenocortical insufficiency,,3.20720110000e+16,186,06030200/64090000,,,,1,,,,,,0,
15717,betamethasone 4mg/1ml solution for injection ampoules,,glucocorticoid therapy/local corticosteroid injections,,3.59106110000e+16,185,06030200/10010202,,1,,,,,,,potent,,
4488,triamcinolone acetonide 40mg/ml ia/im,triamcinolone acetonide,glucocorticoid therapy/local corticosteroid injections,,1.44905001000e+17,8452,06030200/10010202,,1,,,,,,,,,1
4125,triamcinolone acetonide 80mg/2ml intramuscular injection,triamcinolone acetonide,glucocorticoid therapy/local corticosteroid injections,,1.44915001000e+17,1663,06030200/10010202,,1,,,,,,,,,
23057,castor oil liquid,,laxatives/emollient skin preparations,,3.61339110000e+16,142,01060000/13020102,1,,,,,,,,,,
8986,efcortelan 2.5% ointment (chemidex pharma ltd),hydrocortisone,mild topical corticosteroids,cutaneous,2932511000001107,6042,13040200,,1,,,,,,,mild,,
27686,lanacort 1% cream (reckitt benckiser healthcare (uk) ltd),hydrocortisone acetate,mild topical corticosteroids,cutaneous,4928011000001106,4,13040200,,1,,,,,,,mild,,
4214,efcortelan 0.5% ointment (chemidex pharma ltd),hydrocortisone,mild topical corticosteroids,cutaneous,2928411000001108,5315,13040200,,1,,,,,,,mild,,
34454,hydrocortisone 0.50% cream (teva uk ltd),hydrocortisone,mild topical corticosteroids,cutaneous,7515001000027108,271,13040200,,1,,,,,,,mild,,
33655,hydrocortisone 0.5% ointment (actavis uk ltd),hydrocortisone,mild topical corticosteroids,cutaneous,3304711000001101,59,13040200,,1,,,,,,,mild,,
22684,hydrocortisone with calamine cream,calamine/hydrocortisone,mild topical corticosteroids,topical,1.17525001000e+17,16,13040200,,1,,,,,,,mild,,
34326,hydrocortisone 0.50% ointment (teva uk ltd),hydrocortisone,mild topical corticosteroids,cutaneous,5.16750010000e+16,33,13040200,,1,,,,,,,mild,,
73470,hydrocortisone 0.50% cream (ivax pharmaceuticals uk ltd),hydrocortisone,mild topical corticosteroids,cutaneous,4.31750010000e+16,3,13040200,,1,,,,,,,mild,,
19187,hydrocortisone 1% ointment (teva uk ltd),hydrocortisone,mild topical corticosteroids,cutaneous,5.16850010000e+16,187,13040200,,1,,,,,,,mild,,
14555,hydrocortisone with dimeticone 1% with 20% cream,hydrocortisone,mild topical corticosteroids,topical,1.17115001000e+17,421,13040200,,1,,,,,,,mild,,
3166,efcortelan 0.5% cream (chemidex pharma ltd),hydrocortisone,mild topical corticosteroids,cutaneous,151811000001101,34867,13040200,,1,,,,,,,mild,,
34111,hydrocortisone 0.1% emulsion,methyl hydroxybenzoate/propyl hydroxybenzoate/hydrocortisone,mild topical corticosteroids,topical,1.17075001000e+17,12,13040200,,1,,,,,,,mild,,
2745,efcortelan 1% cream (glaxo laboratories ltd),methyl hydroxybenzoate/propyl hydroxybenzoate/hydrocortisone,mild topical corticosteroids,topical,5.19950010000e+16,776,13040200,,1,,,,,,,mild,,
3567,hydrocortistab 1% cream (waymade healthcare plc),hydrocortisone,mild topical corticosteroids,cutaneous,4.76350010000e+16,1795,13040200,,1,,,,,,,mild,,
2190,hydrocortisone 0.125% cream,hydrocortisone,mild topical corticosteroids,topical,2.12235001000e+17,226,13040200,,1,,,,,,,mild,,
10751,hydrocortistab 1% ointment (waymade healthcare plc),hydrocortisone,mild topical corticosteroids,cutaneous,6.97850010000e+16,729,13040200,,1,,,,,,,mild,,
41406,hydrocortisone 2.50% cream (martindale pharmaceuticals ltd),hydrocortisone,mild topical corticosteroids,cutaneous,3.86950010000e+16,2,13040200,,1,,,,,,,mild,,
47809,hydrocortisone 1% ointment (thornton & ross ltd),hydrocortisone,mild topical corticosteroids,cutaneous,2.70850010000e+16,13,13040200,,1,,,,,,,mild,,
39737,hydrocortisone 0.50% ointment (c p pharmaceuticals ltd),hydrocortisone,mild topical corticosteroids,cutaneous,4.69850010000e+16,2,13040200,,1,,,,,,,mild,,
32096,hydrocortisone 1% ointment (actavis uk ltd),hydrocortisone,mild topical corticosteroids,cutaneous,3305811000001105,878,13040200,,1,,,,,,,mild,,
4373,cobadex 1% cream (actavis uk ltd),hydrocortisone,mild topical corticosteroids,topical,6.58050010000e+16,2951,13040200,,1,,,,,,,mild,,
3561,efcortelan 1% cream (chemidex pharma ltd),hydrocortisone,mild topical corticosteroids,cutaneous,575811000001106,88744,13040200,,1,,,,,,,mild,,
75006,hydrocortisone 1% ointment (c p pharmaceuticals ltd),hydrocortisone,mild topical corticosteroids,cutaneous,3.86150010000e+16,96,13040200,,1,,,,,,,mild,,
34906,hydrocortisone 1% ointment (celltech pharma europe ltd),hydrocortisone,mild topical corticosteroids,cutaneous,1.38550010000e+16,44,13040200,,1,,,,,,,mild,,
7892,hydrocortisone 1% cream,hydrocortisone,mild topical corticosteroids,topical,1.59835001000e+17,5526,13040200,,1,,,,,,,mild,,
75189,hydrocortisone 1% cream (thornton & ross ltd),hydrocortisone,mild topical corticosteroids,cutaneous,2.70750010000e+16,17,13040200,,1,,,,,,,mild,,
45725,hydromol hc intensive cream (alliance pharmaceuticals ltd),urea/hydrocortisone,mild topical corticosteroids,cutaneous,1.85432110000e+16,861,13040200,1,1,,,,,,,mild,,
10518,hydrocortisone with dimeticone 0.5% with 20% cream,hydrocortisone,mild topical corticosteroids,topical,1.17105001000e+17,127,13040200,,1,,,,,,,mild,,
3859,hydrocortisyl 1%w/w cream (hoechst marion roussel),hydrocortisone,mild topical corticosteroids,cutaneous,7.50150010000e+16,2054,13040200,,1,,,,,,,mild,,
8764,hydrocortisyl 1%w/w ointment (hoechst marion roussel),hydrocortisone,mild topical corticosteroids,cutaneous,7.50250010000e+16,795,13040200,,1,,,,,,,mild,,
32377,lexon hydrocortisone 1% cream (lexon (uk) ltd),hydrocortisone,mild topical corticosteroids,cutaneous,2.06935001000e+17,3,13040200,,1,,,,,,,mild,,
33649,hydrocortisone 1% cream (teva uk ltd),hydrocortisone,mild topical corticosteroids,cutaneous,7525001000027104,1129,13040200,,1,,,,,,,mild,,
28589,hydrocortisone acetate 1% ointment,hydrocortisone acetate,mild topical corticosteroids,cutaneous,331700003,2109,13040200,,1,,,,,,,mild,,
3529,hydrocal 1% cream (bioglan laboratories ltd),calamine/hydrocortisone,mild topical corticosteroids,topical,4.28650010000e+16,1725,13040200,,1,,,,,,,mild,,
2004,hydrocortisone 1% lotion,methyl hydroxybenzoate/propyl hydroxybenzoate/hydrocortisone,mild topical corticosteroids,topical,1.17065001000e+17,1335,13040200,,1,,,,,,,mild,,
68504,hydrocortisone 1% cream (ivax pharmaceuticals uk ltd),hydrocortisone,mild topical corticosteroids,cutaneous,4.31550010000e+16,307,13040200,,1,,,,,,,mild,,
8479,efcortelan 1% ointment (chemidex pharma ltd),hydrocortisone,mild topical corticosteroids,cutaneous,2931211000001102,27942,13040200,,1,,,,,,,mild,,
40077,exe-cort hydrocortisone 1% cream (nucare plc),hydrocortisone,mild topical corticosteroids,cutaneous,5437511000001106,6,13040200,,1,,,,,,,mild,,
34900,hydrocortisone 1% cream (celltech pharma europe ltd),hydrocortisone,mild topical corticosteroids,cutaneous,1.38450010000e+16,23,13040200,,1,,,,,,,mild,,
8727,eczederm with hydrocortisone cream (quinoderm ltd),calamine/hydrocortisone,mild topical corticosteroids,topical,1.16795001000e+17,176,13040200,,1,,,,,,,mild,,
10517,cobadex 0.50% cream (actavis uk ltd),hydrocortisone,mild topical corticosteroids,topical,6.57950010000e+16,1391,13040200,,1,,,,,,,mild,,
8313,efcortelan 2.5% cream (glaxosmithkline uk ltd),hydrocortisone,mild topical corticosteroids,cutaneous,439211000001103,8223,13040200,,1,,,,,,,mild,,
20460,hydrocortisone with sodium fusidate 1%with2% ointment,hydrocortisone acetate/sodium fusidate,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,2.01805001000e+17,284,13040200/13100102,,1,,,,,,,mild,,
3655,gentamicin with hydrocortisone ointment,gentamicin sulphate/hydrocortisone acetate,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.91015001000e+17,321,13040200/13100102,,1,,,,,,,mild,,
12801,fusidic acid with hydrocortisone 2%with1% gel,hydrocortisone acetate/fusidic acid,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.08225001000e+17,588,13040200/13100102,,1,,,,,,,mild,,
12904,oxytetracycline with hydrocortisone & nystatin cream,hydrocortisone/nystatin/oxytetracycline hydrochloride,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.31525001000e+17,342,13040200/13100102,,1,,,,,,,mild,,
30604,hydrocortisone with nystatin and oxytetracycline cream,hydrocortisone/nystatin/oxytetracycline hydrochloride,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.17475001000e+17,19,13040200/13100102,,1,,,,,,,mild,,
42501,hydrocortisone with fusidic acid ointment,hydrocortisone acetate/fusidic acid,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.17325001000e+17,18,13040200/13100102,,1,,,,,,,mild,,
77487,fusidic acid with hydrocortisone ointment,hydrocortisone acetate/fusidic acid,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),,1.08245001000e+17,0,13040200/13100102,,1,,,,,,,mild,,
38074,chlortetracycline with hydrocortisone cream,chlortetracycline hydrochloride/hydrocortisone,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.01865001000e+17,1,13040200/13100102,,1,,,,,,,mild,,
3300,genticin with hydrocortisone cream (nicholas laboratories ltd),gentamicin sulphate/hydrocortisone acetate,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.29850010000e+16,3011,13040200/13100102,,1,,,,,,,mild,,
12611,hydrocortisone with fusidic acid 1% with 2% gel,hydrocortisone acetate/fusidic acid,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.17315001000e+17,2054,13040200/13100102,,1,,,,,,,mild,,
1944,fucidin h gel (leo pharma),hydrocortisone acetate/fusidic acid,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,3.79650010000e+16,9200,13040200/13100102,,1,,,,,,,mild,,
3103,genticin with hydrocortisone ointment (nicholas laboratories ltd),gentamicin sulphate/hydrocortisone acetate,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.29950010000e+16,1024,13040200/13100102,,1,,,,,,,mild,,
76492,hydrocortisone with gentamicin ointment,gentamicin sulphate/hydrocortisone acetate,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),,1.17355001000e+17,3,13040200/13100102,,1,,,,,,,mild,,
22341,hydrocortisone with oxytetracycline ointment,hydrocortisone/oxytetracycline hydrochloride,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.17435001000e+17,26,13040200/13100102,,1,,,,,,,mild,,
5244,fusidic acid with hydrocortisone 2%with1% cream,hydrocortisone acetate/fusidic acid,mild topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.08235001000e+17,269344,13040200/13100102,,1,,,,,,,mild,,
12459,tricicatrin ointment (wellcome medical division),neomycin sulphate/bacitracin zinc/hydrocortisone,mild topical corticosteroids/antibacterial preparations only used topically,topical,1.59085001000e+17,1780,13040200/13100101,,1,,,,,,,mild,,
12457,barquinol hc cream (rpr / fisons),clioquinol/hydrocortisone,mild topical corticosteroids/antibacterial preparations only used topically,cutaneous,2465001000027100,64,13040200/13100101,,1,,,,,,,mild,,
2705,clioquinol 3% with hydrocortisone 1% cream,clioquinol/hydrocortisone,mild topical corticosteroids/antibacterial preparations only used topically,topical,1.02575001000e+17,2058,13040200/13100101,,1,,,,,,,mild,,
10163,hydrocortisone with neomycin 1%+0.5% ointment,neomycin sulphate/hydrocortisone,mild topical corticosteroids/antibacterial preparations only used topically,topical,2.34235001000e+17,71,13040200/13100101,,1,,,,,,,mild,,
17768,hydroderm ointment (msd thomas morson pharmaceuticals),neomycin sulphate/bacitracin zinc/hydrocortisone,mild topical corticosteroids/antibacterial preparations only used topically,topical,7.83450010000e+16,225,13040200/13100101,,1,,,,,,,mild,,
2301,clioquinol 3% with hydrocortisone 1% ointment,clioquinol/hydrocortisone,mild topical corticosteroids/antibacterial preparations only used topically,topical,1.02585001000e+17,1334,13040200/13100101,,1,,,,,,,mild,,
22860,methylprednisolone with neomycin cream,neomycin/methylprednisolone,mild topical corticosteroids/antibacterial preparations only used topically,topical,1.90975001000e+17,6,13040200/13100101,,1,,,,,,,mild,,
2763,hydrocortisone with neomycin 1%+0.5% cream,neomycin sulphate/hydrocortisone,mild topical corticosteroids/antibacterial preparations only used topically,topical,1.17145001000e+17,295,13040200/13100101,,1,,,,,,,mild,,
10451,framycort ointment (rpr / fisons),framycetin sulphate/hydrocortisone acetate,mild topical corticosteroids/antibacterial preparations only used topically,topical,1.19450010000e+16,332,13040200/13100101,,1,,,,,,,mild,,
55922,neomycin sulphate with nystatin bacitracin and hydrocortisone ointment,neomycin sulphate/bacitracin zinc/hydrocortisone,mild topical corticosteroids/antibacterial preparations only used topically,,1.59265001000e+17,0,13040200/13100101,,1,,,,,,,mild,,
3725,neo-medrone cream (pharmacia ltd),neomycin/methylprednisolone,mild topical corticosteroids/antibacterial preparations only used topically,topical,8.45150010000e+16,1819,13040200/13100101,,1,,,,,,,mild,,
15590,hydrocortisone with neomycin nystatin and polymyxin ointment,neomycin sulphate/hydrocortisone/nystatin/polymyxin b sulphate,mild topical corticosteroids/antibacterial preparations only used topically,topical,1.17205001000e+17,92,13040200/13100101,,1,,,,,,,mild,,
8618,quinocort cream (quinoderm ltd),potassium hydroxyquinoline sulfate/hydrocortisone,mild topical corticosteroids/antibacterial preparations only used topically,cutaneous,1.16775001000e+17,3115,13040200/13100101,,1,,,,,,,mild,,
38411,nystatin with hydrocortisone and neomycin ointment,neomycin sulphate/hydrocortisone/nystatin,mild topical corticosteroids/antibacterial preparations only used topically,topical,1.30325001000e+17,19,13040200/13100101,,1,,,,,,,mild,,
13939,nystatin with hydrocortisone and chlorhexidine ointment,hydrocortisone/nystatin/chlorhexidine acetate,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.30195001000e+17,318,13040200/13100200,,1,,,,,,,mild,,
17513,hydrocortisone with nystatin and chlorhexidine ointment,hydrocortisone/nystatin/chlorhexidine acetate,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.17405001000e+17,1004,13040200/13100200,,1,,,,,,,mild,,
8089,econazole with hydrocortisone 1% with 1% cream,econazole nitrate/hydrocortisone,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.00115001000e+17,4051,13040200/13100200,,1,,,,,,,mild,,
1265,clotrimazole 1% with hydrocortisone 1% cream,hydrocortisone/clotrimazole,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.03495001000e+17,732534,13040200/13100200,,1,,,,,,,mild,,
4901,nystatin with hydrocortisone and chlorhexidine cream,hydrocortisone/nystatin/chlorhexidine acetate,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.30185001000e+17,2509,13040200/13100200,,1,,,,,,,mild,,
7015,hydrocortisone with nystatin dimeticone and benzalkonium chloride cream,dimeticone/benzalkonium chloride/hydrocortisone/nystatin,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.51215001000e+17,26847,13040200/13100200,,1,,,,,,,mild,,
5321,miconazole with hydrocortisone 2% with 1% ointment,hydrocortisone acetate/miconazole nitrate,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.26745001000e+17,64879,13040200/13100200,,1,,,,,,,mild,,
8787,hydrocortisone with nystatin dimeticone and benzalkonium chloride ointment,dimeticone/benzalkonium chloride/hydrocortisone/nystatin,"mild topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.17375001000e+17,121,13040200/13100200,,1,,,,,,,mild,,
